head_id|head_form|head_lemma|verb_form|verb|verb_compound|morph_case|sentence_id|sentence|phrase|ekilex_tag
754697|Kairosse|Kairo|oli|olema||ill|480477|Los Angelesest Kairosse teel olnud Egiptuse kompaniile Egyptair kuulunud reisilennuki pardal oli 199 reisijat ja 15 meeskonnaliiget .|oli|location
757535|Montenegrosse|Montenegro|olnud|olema||ill|482106|Kosovo serblased teatasid , et eile keskpäeval sai liitlaste rünnakutes tabamuse Kosovo Peci linnast Montenegrosse teel olnud reisibuss .|Montenegrosse teel olnud|location
759739|ülikoolidesse|ülikool|on|olema||ill|483572|Meie põhiline tung on teadagi ingliskeelsetesse ülikoolidesse , mis-tõttu tekib küsimus , et mida seal Venemaal siis õppida ?|tung on teadagi ülikoolidesse|location
776408|Tallinnasse|Tallinn|olnud|olema||ill|493825|Vormsi saare juures triivis ööl vastu teisipäeva suure tuulega madalikule Tallinnasse teel olnud ujuvkraana , mida puksiir ei suutnud tormiga paigal hoida ; meeskonnaliikmed ei saanud vahejuhtumis vigastada .|madalikule Tallinnasse teel olnud|location
96589|leinarüüsse|leinarüü|on|olema||ill|55795|Tegelikult on kogu Ameerika , ning mitte üksnes Ameerika rüütatud biitpõlvkonna leinarüüsse - dzhiinsidesse ja T-särkidesse ning märatsevasse vaimsesse vastuhakku .|Tegelikult on leinarüüsse|not_location
439344|sajandisse|sajand|oleme|olema||ill|277875|peaksime ütlema inglaste kombel , kui me parasjagu uude sajandisse oleme suundumas .|me parasjagu sajandisse oleme suundumas|time
977547|keeleõppesse|keeleõpe|on|olema||ill|616367|""" Kõige suurem tung on keeleõppesse ja tantsurüh-madesse , "" ütles Mustamäe Laste Loomingu Maja direktori asetäitja Kaja Urgardi ."|tung on keeleõppesse|not_location
1300180|viirusnakkustesse|viirusnakkus|on|olema||ill|814931|""" Et aga hingamisteede viirusnakkustesse on viimasel ajal haigestunuid , siis tasub igaks juhuks vältida massiüritusi , "" ütles Jõks ."|aga viirusnakkustesse on haigestunuid|state
3003133|mustanahalistesse|mustanahaline|on|olema||ill|1885081|Milline suhtumine on Inglismaal mustanahalistesse ?|suhtumine on Inglismaal mustanahalistesse|not_location
3216784|parteisse|partei|ole|olema||ill|2015931|""" Mu isa ütles ikka , et ega parteisse kiiret ole , "" sõnab Raudsepp , silmanurgast piison Villut kiigates ."|ega parteisse kiiret ole|not_location
4084737|traditsioonidesse|traditsioon|on|olema||ill|2545987|Siiamaani on Riverdance etendusi saatnud edu , olgu siis tänu usule traditsioonidesse või just tänu sellele , et neis liialt kinni ei olda .|on|event
4084737|traditsioonidesse|traditsioon|olgu|olema||ill|2545987|Siiamaani on Riverdance etendusi saatnud edu , olgu siis tänu usule traditsioonidesse või just tänu sellele , et neis liialt kinni ei olda .|olgu siis tänu usule traditsioonidesse|event
4458263|spordilaagrisse|spordilaager|olnud|olema||ill|2780022|Jordaaniasse spordilaagrisse teel olnud 15 idamaiste võitluskunstide meistrit rööviti eelmise aasta mais Bagdadi lähistel Anbari provintsis , vahendab BBC .|Jordaaniasse spordilaagrisse teel olnud|event
5498018|Euroliigasse|euroliiga|Oli|olema||ill|3415802|Oli Euroliigasse sisseelamise aasta , mängisin võistkonnale , mitte endale .|Oli Euroliigasse aasta|event
18592|Rotterdamis|Rotterdam|peatus|peatuma||in|10898|Rotterdamis peatus toona ka Kristjani õde Külliki koos väikese Indrekuga .|Rotterdamis peatus toona õde koos Indrekuga|location
21469|hotellitoas|hotellituba|peatuvad|peatuma||in|12391|Grant ja Hurley peatuvad ühises hotellitoas Los Angelese luksuslikus Four Seasonsi hotellis ning liiguvad kõikjal koos .|Grant peatuvad hotellitoas hotellis|location
21469|hotellis|hotell|peatuvad|peatuma||in|12391|Grant ja Hurley peatuvad ühises hotellitoas Los Angelese luksuslikus Four Seasonsi hotellis ning liiguvad kõikjal koos .|Grant peatuvad hotellitoas hotellis|location
33738|kodus|kodu|peatus|peatuma||in|19547|Vähenõudliku ja rõõmsa inimesena ei nõudnud ta meilt luksnumbrit hotellis , vaid peatus Alari ja Jana Hallase kodus .|peatus kodus|location
49075|Tallinnas|Tallinn|peatun|peatuma||in|28581|Tallinnas peatun vanemate juures .|Tallinnas peatun vanemate juures|location
73118|hotellis|hotell|peatuvad|peatuma||in|42241|Billy Bob elab lähedal asuvas Sunset Marquis' hotellis , Angelina , Maddox ja lapsehoidjavägi peatuvad ookeaniäärses lukshotellis .|hotellis peatuvad lukshotellis|location
73118|lukshotellis|lukshotell|peatuvad|peatuma||in|42241|Billy Bob elab lähedal asuvas Sunset Marquis' hotellis , Angelina , Maddox ja lapsehoidjavägi peatuvad ookeaniäärses lukshotellis .|hotellis peatuvad lukshotellis|location
74425|Tallinnas|Tallinn|peatub|peatuma||in|43063|Tartus on tal üürikorter , Tallinnas olles peatub ta ema juures ning palju vaba aega veedab ta isa juures Hundisilmal .|Tallinnas olles peatub ta ema juures|location
89588|maakodus|maakodu|peatub|peatuma||in|51781|Aivar peatub Helve maakodus Sauel , kus nende päevad mööduvad looduses jalutades ja aiatööd tehes .|Aivar peatub maakodus|location
91515|üürikorteris|üürikorter|peatub|peatuma||in|52834|Tallinnas tegutsedes peatub Mihkel Pärnoja Kalamajas asuvas üürikorteris .|tegutsedes peatub Mihkel üürikorteris|location
626263|märtsis|märts|peatus|peatuma||in|402452|"Elamu sisustus teemal "" Elu peatus märtsis 1949 … "" , annab väga emotsionaalselt edasi olukorra , mis võis seal valitseda küüditamisööle järgnenud hommikul ."|Elu peatus märtsis|time
688640|JAANUARIS|jaanuar|PEATUVAD|peatuma||in|440364|PEATUVAD JAANUARIS JÕUSTUMA PIDANUD :|PEATUVAD JAANUARIS PIDANUD|time
778584|märtsis|märts|peatus|peatuma||in|495144|"Esmaspäeval algavad vabaõhumuuseumis Tallinnas seoses märtsiküüditamise 50. aastapäevaga põhikooli ja gümnaasiumi õpilastele loengud "" Elu peatus märtsis 1949 "" ."|Elu peatus märtsis|time
1269913|augustis|august|peatus|peatuma||in|796103|Tänavu augustis peatus Eesti majutuskohtades 130.509 turisti , mis on 13 protsenti vähem kui juulis ja 23 protsenti rohkem kui mullu augustis .|augustis peatus majutuskohtades turisti|time
1311248|veebruaris|veebruar|peatus|peatuma||in|821982|Eesti majutuskohtades peatus veebruaris 48.658 turisti ning majutuste arv suurenes 1999. aasta veebruariga võrreldes seitse protsenti .|majutuskohtades peatus veebruaris turisti|time
1498420|jaanuaris|jaanuar|peatus|peatuma||in|941095|Eesti majutuskohtades peatus tänavu jaanuaris 45.945 turisti , mis on 19 protsenti rohkem kui 1999. aasta jaanuaris .|majutuskohtades peatus tänavu jaanuaris turisti|time
1771120|kleidis|kleit|peatub|peatuma||in|1114003|Kui vaadata tütarlapsi piltidel , siis esimesena peatub silm Terjel kuldses kleidis .|vaadata siis esimesena peatub silm Terjel kleidis|not_location
1996891|nägemuses|nägemus|peatu|peatuma||in|1255670|Kui antiikmaailma sümboliseerib kätetu armastusjumalanna Venus , siis 20. sajandi sõdade ja katastroofimaailma võrdkujuks on Soosaare nägemuses peatu Lenin .|nägemuses peatu Lenin|not_location
2013849|juunis|juuni|peatub|peatuma||in|1267396|Kui teil algab juunis rasedus-sünnituspuhkus , siis teie tööleping peatub juunis töövõimetuse tõttu niikuinii .|algab siis tööleping peatub juunis töövõimetuse tõttu niikuinii|time
2107446|lähiminevikus|lähiminevik|peatunud|peatuma||in|1325707|Märulifilmide staarile ei kõlvanud hotelli presidendisviit , kus on lähiminevikus ilma igasuguste probleemideta peatunud nii Mick Jagger , Bette Midler kui Gloria Estefan .|on lähiminevikus ilma probleemideta peatunud Mick|time
36138|Hollandis|Holland|peetud|peetuma||in|21070|Hollandis peetud finaalkontserdilt naasis ta enda ja rootslaste pettumuseks vaid 10. kohaga .|Hollandis peetud|location
36543|Eestis|Eesti|peetud|peetuma||in|21308|Lavastaja Nüganen on öelnud , et “ Hamletit ” tehes üllatas Matvere teda taas niisuguste sügavustega , mida pole paljudel Eestis tarkadeks peetud meestel . ”|mida Eestis tarkadeks peetud meestel|location
215697|Pariisis|Pariis|peetud|peetuma||in|128808|Kirsan Iljumzhinovi üheks põhilubaduseks Pariisis peetud troonimiskõnes oli kahemõtteline situatsioon MM-tiitliga ära klaarida .|Pariisis peetud|location
348128|Tais|Tai|peetud|peetuma||in|213584|// Eesti Päevaleht ( 1995 ) 28. juuli ; Tais kinni peetud eestlaste omaksed pole Eesti presidendi poole abipalvega pöördunud .|Tais kinni peetud|location
355167|kontserdisaalis|kontserdisaal|peetud|peetuma||in|218277|Vaikselt nagu hiir lahkus ta Estonia kontserdisaalis peetud vastuvõtult .|kontserdisaalis peetud|location
533706|Soomes|Soome|peetud|peetuma||in|345512|Soomes on jõuluaja jäämist ühte sünoodilisse kuusse peetud heaks endeks .|Soomes on jäämist kuusse peetud endeks|location
622820|Haapsalus|Haapsalu|peetud|peetuma||in|400388|Haapsalus peetud juunio-ride DN-klassi jääpurjetamise EMi võitis Janno Hool .|Haapsalus peetud|location
635321|Jaapanis|Jaapan|peetud|peetuma||in|408283|Selline vaadete erinevus eksisteeris kuni 1998. aasta 5. juunini , mil suur rahvusvaheline uurimisgrupp esitas oma viimased tulemused Jaapanis peetud neutriinokonverentsil .|Jaapanis peetud|location
656885|Soomes|Soome|peetud|peetuma||in|421434|Eelmisel nädalavahetusel Soomes peetud Finland Openi tantsuvõistlustel saavutasid eestlased kolm esikohta .|nädalavahetusel Soomes peetud|location
663466|USA-s|USA|peetud|peetuma||in|425456|USA-s Vailis peetud maailmameistrivõistlustel ülisuurslaalomi ja suurslaalomi võitnud Meissnitzer noppis samadel aladel ka MK- sarja väiksemad autasud .|USA-s Vailis peetud|location
621524|novembris|november|peetud|peetuma||in|399546|Kallaletung toimus seitse kuud enne mullu novembris Seishellidel peetud konkurssi , kus Abargil Miss Worldi krooni võitis .|novembris Seishellidel peetud|time
651149|Paides|pai|peetud|peetuma||in|418099|Kuid see slogan iseloomustab kõige paremini eile Paides peetud Koonderakonna kongressi lõppresultaati - suurt leppimist ekspeaministrite Tiit Vähi ja Mart Siimanni seni omavahel rivaalitsenud tiiva vahel .|eile Paides peetud|not_location
770337|juulikuus|juulikuu|peetud|peetuma||in|490024|Ringiaegu võib võrrelda Williamsi poolt juulikuus peetud testitulemustega .|Williamsi poolt juulikuus peetud|time
917422|septembris|september|peetud|peetuma||in|579241|Walesi Bridzhiliit ( WBU ) diskvalifitseeris Tony Haworthi septembris Porthcawlis peetud turniiril , kus mees üritas ametlikke kaarte oma paki vastu vahetada .|septembris Porthcawlis peetud|time
1253980|Novembris|november|peetud|peetuma||in|786472|Novembris peetud võidumängus LA Lakersiga oli Carter toonud 34 punkti .|Novembris peetud|time
1444711|novembris|november|peetud|peetuma||in|906692|"Kuid mullu novembris peetud 1999. aasta näitusel hakkas "" Põrnikaid "" silma üsna hõredalt ."|novembris peetud|time
1858629|õnnetuses|õnnetus|peetud|peetuma||in|1169516|Tol lennukimudelil on väga arenenud arvutisüsteem , mis vabastab piloodid peaaegu täielikult tavalistest lennumanöövritest - sedasama süsteemi on seni 320ga juhtunud õnnetuses alati peasüüdlaseks peetud .|süsteemi on seni juhtunud õnnetuses alati peasüüdlaseks peetud|event
2010121|rahvusmeeskonnas|rahvusmeeskond|peetud|peetuma||in|1264784|Valitsus vabastas mullu novembris Müürsepa ajateenistusest kuni 1. märtsini , et ta saaks osaleda Eesti rahvusmeeskonnas novembris ja veebruaris peetud Euroopa meistrivõistluste valikmängudes .|rahvusmeeskonnas novembris peetud|not_location
2010121|novembris|november|peetud|peetuma||in|1264784|Valitsus vabastas mullu novembris Müürsepa ajateenistusest kuni 1. märtsini , et ta saaks osaleda Eesti rahvusmeeskonnas novembris ja veebruaris peetud Euroopa meistrivõistluste valikmängudes .|rahvusmeeskonnas novembris peetud|time
2163524|Koreas|korea|peetud|peetuma||in|1361022|Ranskalaiste Tartus elavad sõbrad on sageli maininud , et järjekordne pidu või sünnipäev sai peetud Koreas .|pidu sai peetud Koreas|state
97492|Riias|Riia|puhkes|puhkema||in|56392|Läti ei suutnud olla järjekindel , kui puhkes kära Waffen-SS leegioni veteranide rongkäigu üle 16. märtsil Riias .|puhkes kära rongkäigu üle märtsil Riias|location
107618|Tartus|Tartu|puhkenud|puhkema||in|62630|Nii kirjutanud lehed liiga palju 18. juunil 1937 Tartus Kauba tänaval puhkenud tulekahjust , mistõttu Tartu linnapea tundnud end puudutatuna ja teinud sellest siseministrile ettekande , leides , et Tartu linnavalitsust on asjata süüdistatud .|Tartus tänaval puhkenud|location
111208|Põhja-Koreas|Põhja-Korea|puhkenud|puhkema||in|64732|Põhja-Koreas puhkenud näljahäda suurendab seda ohtu veelgi .|Põhja-Koreas puhkenud|location
114813|vangilaagrites|vangilaager|puhkesid|puhkema||in|66812|1993. aastal puhkesid rahutused vangilaagrites , nende mahasurumiseks jõudu kasutanud kinnipidamiskohtade ameti peadirektor Rein Laid vallandati .|aastal puhkesid rahutused vangilaagrites|location
182344|regioonis|regioon|puhkenud|puhkema||in|108360|Jaapani tee äri ajada , mida matkiti teisteski Aasia riikides , blameeris lõplikult mullu sügisel regioonis puhkenud finantskriis .|sügisel regioonis puhkenud|location
189462|Petrogradis|Petrograd|puhkenud|puhkema||in|112757|On rohkem kui kindel , et kui 23. veebruaril 1917 Petrogradis puhkenud revolutsioon poleks kukutanud Venemaad 300 aastat valitsenud Romanoveid , ei oleks 24. veebruaril 1918 Eesti Vabariigi väljakuulutamisest juttugi olnud .|veebruaril Petrogradis puhkenud|location
230763|Idas|ida|puhkenud|puhkema||in|138189|Idas puhkenud finants-kriis muutis seni valitsenud väärtushinnanguid - Eesti majanduse ühe tugisamba , toiduainetööstuse põhiväärtus ehk sissetöötatud ekspordi turg suures osas hävines .|Idas puhkenud|location
271714|Mosambiigis|Mosambiik|puhkes|puhkema||in|163166|1961. aastal oli alanud sissisõda Angoolas , kolm aastat hiljem puhkes sõda Mosambiigis .|hiljem puhkes sõda Mosambiigis|location
297261|Lätis|Läti|puhkes|puhkema||in|178839|Ka Lätis puhkes selle aastakümne alguses epideemia ning 1995. aastal oli seal 369 haigusjuhtu .|Lätis puhkes alguses epideemia|location
585018|korteris|korter|puhkeb|puhkema||in|376792|Saksa välisminister Joschka Fischer võrdles Euroopat majaga , kus tuleb hakata tuld kustutama kohe , kui ühes korteris tulekahju puhkeb .|korteris tulekahju puhkeb|location
899021|märtsis|märts|puhkes|puhkema||in|568212|1990. aasta märtsis puhkes Targu Muresi külas lööming rumeenlaste ja ungarlaste vahel , mis lõppes 300 kannatanuga .|märtsis puhkes külas lööming|time
1077221|jaanuaris|jaanuar|puhkes|puhkema||in|677587|Seal puhkes näiteks selle aasta jaanuaris suur skandaal , kui leiti dioksiini lehmapiimas .|Seal puhkes näiteks jaanuaris skandaal leiti|time
1086196|lapsepõlves|lapsepõli|puhkenud|puhkema||in|683100|Ning varem või hiljem jõudis ta oma lemmikteemani - lapsepõlves puhkenud Oidipuse kompleksini .|lapsepõlves puhkenud|time
1266362|augustis|august|puhkenud|puhkema||in|793928|Vene lahingukopterid avasid üleeile tule mässuliste positsioonidele Dagestanis , kus on puhkenud suurim vägivallapuhang pärast Tshetsheenia sõja lõppu 1996. aasta augustis .|on puhkenud vägivallapuhang pärast lõppu augustis|time
1315996|septembris|september|puhkes|puhkema||in|824865|"Niinimetatud pedofiiliskandaal puhkes Lätis möödunud aasta septembris , kui Läti Sõltumatu Televisiooni saates "" Nädal "" demonstreeriti lõiku , kus keegi nooruk süüdistas firma Misis Latvija presidenti Ainars Eisaksit , et see olevat teda seksuaalselt ahistanud ."|pedofiiliskandaal puhkes Lätis septembris demonstreeriti|time
1408398|novembris|november|puhkes|puhkema||in|884383|Eesti üheks eliitkooliks peetavas Hugo Treffneri gümnaasiumis puhkes tulekahju 1998. aasta novembris , selle tõttu muutus kasutuskõlbmatuks juba varem remonti vajanud hoone Jaani tänava poolne tiib .|gümnaasiumis puhkes tulekahju novembris|time
1436524|novembris|november|puhkes|puhkema||in|901833|1808. aastal lõppes Rootsi ülemvõim ja sama aasta novembris puhkes Helsingis tulekahju , mis hävitas neljandiku linnast ehk 61 maja .|novembris puhkes Helsingis tulekahju|time
1493775|detsembris|detsember|puhkenud|puhkema||in|938116|Valge maja ja teiste riigiasutuste hoonete ümber tugevdati reedel valvet ning võimud lubasid , et ei võimaldada korduda mullu detsembris Seattle'is puhkenud globaliseerumise-vastasel mässul .|detsembris Seattle'is puhkenud|time
1528461|septembris|september|puhkes|puhkema||in|959426|""" Eelmise aasta septembris puhkes Kastre metskonnas Aaslava vallas suur põleng , "" rääkis inspektor , kes ei soovinud töö iseloomust tulenevalt oma nime avaldada ."|septembris puhkes metskonnas vallas põleng|time
1532782|olukorras|olukord|puhkeb|puhkema||in|962031|Nii ei ole näidendil ja selle esitajatel jaksu luua laval üle raskete aastate ja lahusoleku kestev armastus , mis puhkeb õitsele lootusetus olukorras Kirovi linna vanglabarakis .|mis puhkeb õitsele olukorras vanglabarakis|state
