text,id,label,review,text_id,las
"Abituriendid valisid tänavu riigieksameid põhimõttel "" mida rohkem , seda uhkem "" .",2109,"[{""start"": 21, ""end"": 27, ""text"": ""tänavu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1664,16.7
"Eilne kohtumine oli EL-i ajaloos esimene kaitse- ja välisministrite ühisistung ja see annab märku kavatsusest hakata kiiresti looma Euroopa kaitsesüsteemi , mille põhialused tahetakse paika panna detsembris Helsingi tippkohtumisel .",2110,"[{""start"": 117, ""end"": 125, ""text"": ""kiiresti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1691,55.2
"Selgus ka , et lapsevanemad hindavad ühe lapse kasvatamise hinnaks kuus 1001-1500 krooni .",2111,"[{""start"": 7, ""end"": 9, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1702,13.3
"Kui Rünne lootused täituvad , siis heidab ta naiste ketta finaalis esmaspäeval 23. augustil .",2112,"[{""start"": 30, ""end"": 34, ""text"": ""siis"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1713,28.6
Pühapäeval asub ketast lennutama tänavu Eesti rekordit uuendanud Aleksander Tammert .,2113,"[{""start"": 33, ""end"": 39, ""text"": ""tänavu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1714,40.0
"Mullu Eesti rekordit uuendanud ( 8672 ) Erki Noole siht on selge : "" Võidust madalamat eesmärki ei saagi püstitada !",2114,"[{""start"": 0, ""end"": 5, ""text"": ""Mullu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1719,5.0
"Kergejõustiku MM Sevillas lõpeb ka eestlaste jaoks viimase päevaga , sest pühapäeval 29. augustil asub maratoni starti Jane Salumäe .",2115,"[{""start"": 32, ""end"": 34, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1735,21.1
Segodnja hinnangul võib Draganovi vabastamine olla seotud ka katsega võtta tolliprivileegid mõnelt organisatsioonilt .,2116,"[{""start"": 58, ""end"": 60, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1758,53.8
"Suklese hinnangul aitab Haapsalu neid , kes endaga toime ei tule , paremini kui enamik linnu , kuid Sukleski toonitas vajadust sotsiaalkorterite järele .",2117,"[{""start"": 65, ""end"": 92, ""text"": "", paremini kui enamik linnu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1776,57.9
"Nagu ühest suust räägivad erinevate erakondade esindajad ja valijad , et Haapsalu vajab mitmekesisemaid töökohti ja eelkõige väiketehaseid .",2118,"[{""start"": 116, ""end"": 124, ""text"": ""eelkõige"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1783,83.3
"Esialgu aitas eelmiste valimiste järel reformijate ülekaalu tasandada üksikkandidaadina volikokku tulnud volikogu esimees Ülo Uluots , kuid pärast tema surma kaks aastat tagasi , on ohjad ühe poliitilise jõu käes .",2119,"[{""start"": 0, ""end"": 7, ""text"": ""Esialgu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1797,0.0
"Isamaaliit , kellega koos Reformierakond , tollal Liberaalid , Haapsalus kuus aastat tagasi võrdse valimistulemusega võimule tuli , ei maitsnud kolm aastat tagasi linna edukal juhtimisel saavutatud edu .",2120,"[{""start"": 43, ""end"": 49, ""text"": ""tollal"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1804,3.6
Isamaaliidu osaks jäi sisuliselt mõru kaotus ja kolm aastat opositsiooni .,2121,"[{""start"": 22, ""end"": 32, ""text"": ""sisuliselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1805,30.0
"Harjumaa Omavalitsuste Liit pole nõus Naissaare ja Tallinna linna ühendamisega ning otsustas pöörduda Eesti Linnade Liidu ja Omavalitsusliitude Koostöökogu poole taunimaks Tallinna linnavolikogu otsust , sest see oli tehtud Viimsi valda eelnevalt informeerimata ja kooskõlastamata .",2122,"[{""start"": 237, ""end"": 246, ""text"": ""eelnevalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1869,85.7
Siis andestatakse mõnigi inimlik aps .,2123,"[{""start"": 0, ""end"": 4, ""text"": ""Siis"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1928,0.0
Rahvusraamatukogu avalike suhete osakonna juhataja Triin Soone sõnul sisaldab kataloog praegu andmeid viimase viie aasta jooksul raamatukogudesse saabunud raamatute kohta .,2124,"[{""start"": 87, ""end"": 93, ""text"": ""praegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1942,50.0
""" See oli tõesti võimas , külmavärinad jooksid üle selja , kui Kerttu ja Jüri tulede saatel saabusid , "" kirjeldas nähtut pulmakülaline .",2125,"[{""start"": 10, ""end"": 16, ""text"": ""tõesti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,1955,0.0
Näiteks möödunud aastal toimunud Daimler/Chrysleri liidu puhul paraneb Chrysleri juurdepääs Euroopa turule ning Daimler-Benz saab kinnitada senisest tugevamalt kanda USA-s .,2126,"[{""start"": 149, ""end"": 159, ""text"": ""tugevamalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1998,77.3
"Näiteks kahe aasta pärast tuleb müüki Chrysler , millel on Mercedese "" kurvad silmad "" ning mootor .",2127,"[{""start"": 0, ""end"": 7, ""text"": ""Näiteks"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2009,0.0
Pärast ajalehe postkastidesse panemist kutsus Bairash majaelanikke üles ka rahvuslikku vaenu õhutavat trükist tellima .,2128,"[{""start"": 72, ""end"": 74, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2026,57.1
"Miks ka mitte , kuna nimekiri koostati noore rahvusriigi ülesehitamise ja kindlustamise ajal ?",2129,"[{""start"": 5, ""end"": 7, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2032,0.0
"Kõik kolm on jätkuvalt seda meelt , et senistel saavutustel - neist olulisim on pääs Euroopa Liidu esimesse laienemisvooru - ei või peatuda ja reformid peavad jätkuma .",2130,"[{""start"": 13, ""end"": 22, ""text"": ""jätkuvalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2054,3.7
"Eesti ees seisvaid probleeme ei saa lahendada ühegi võluvitsaga , olgu selleks siis astmeline tulumaks või mõni muu kontekstist välja rebitud ja valimiseelseks loosungiks upitatud idee .",2131,"[{""start"": 79, ""end"": 83, ""text"": ""siis"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2056,34.6
"Pärnu rannale anti sinilipu tunnistus , kuid lipp jäeti andmata , sest suplusvee kvaliteet ei vastanud täielikult nõuetele .",2132,"[{""start"": 103, ""end"": 113, ""text"": ""täielikult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2089,88.9
President Lennart Meri alustab täna India presidendi Kicheril Raman Narayanani kutsel aset leidvat nädalast riigivisiiti Indiasse .,2133,"[{""start"": 31, ""end"": 35, ""text"": ""täna"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2120,25.0
"Rootslase sõnul on tal informatsiooni , nagu oleks Bendreus põhjendamatult ära raisanud 790 000 Rootsi krooni tugirühma raha , mis koguti mitme kohtuprotsessi algatamiseks .",2134,"[{""start"": 60, ""end"": 74, ""text"": ""põhjendamatult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2125,21.7
Riigikogu Euroopa Nõukogu Parlamentaarse Assamblee ( ENPA ) delegatsiooni liikmete hinnangul mõjus nende tähelepanu keskmes olek möödunud nädalal Strasboug'is hästi Eesti mainele .,2135,"[{""start"": 159, ""end"": 164, ""text"": ""hästi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2134,81.8
"Osa neist kannab mõne teise loomaliigi , ka inimese geeni .",2136,"[{""start"": 41, ""end"": 43, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2140,60.0
"Seetõttu peab neid uurima elusolendites , "" selgitab Karis .",2137,"[{""start"": 0, ""end"": 8, ""text"": ""Seetõttu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2147,0.0
"Inimene ja hiir on kaua koos elanud , neil on ühesugused toitumisharjumused .",2138,"[{""start"": 19, ""end"": 23, ""text"": ""kaua"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2151,16.7
töös Põllumajandusülikooli sigimisbioloogidega on kindel kava kümmekonna aasta pärast lehmalt piima sees ka ravimeid välja lüpsta .,2139,"[{""start"": 105, ""end"": 107, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2183,56.2
"Lõuna-Eestis on seevastu liider Postimees 58.000 lugejaga , järgnevad Eesti Päevaleht 26.000 , Sõnumileht 32.000 , Eesti Ekspress 23.000 ning Õhtuleht 17.000 lugejaga .",2140,"[{""start"": 16, ""end"": 24, ""text"": ""seevastu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2250,0.0
"Schumacher käis pühapäeval Pariisis arstlikul ülevaatusel ja teatas peale seda Ferrarile , et ei tunne end võistlemiseks piisavalt tervena .",2141,"[{""start"": 121, ""end"": 130, ""text"": ""piisavalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2253,89.5
Täna õhtul alustavad NBA lõpusirgele jõudnud San Antonio Spurs ja New York Knicks raevukat spurti .,2142,"[{""start"": 0, ""end"": 4, ""text"": ""Täna"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2258,0.0
"Kolmveerand "" staadioniringist "" on läbitud , meistrisõrmuste saamiseks tuleb võita ka viimane , neljas seeria .",2143,"[{""start"": 84, ""end"": 86, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2259,68.8
"Vaid avaringi teises mängus tehti kodupubliku ees ulakust , kui tunnistati Minnesota Timberwolvesi 80 : 71 paremust .",2144,"[{""start"": 0, ""end"": 4, ""text"": ""Vaid"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2261,0.0
""" Teda ei uskunud keegi , ometi osutusid kuulsa keskmängija sõnad tõeks .",2145,"[{""start"": 26, ""end"": 31, ""text"": ""ometi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2265,41.7
""" Viga saanud põlv on veel hell .",2146,"[{""start"": 22, ""end"": 26, ""text"": ""veel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2272,14.3
"Ent mehed ei saagi teisiti , sest nad teavad : Ewingule tuleb hankida meistrisõrmus .",2147,"[{""start"": 19, ""end"": 26, ""text"": ""teisiti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2275,28.6
Knicksi peavad siiski vedama lühemad mehed : Sprewell ja end supertäheks mängiv Allan Houston .,2148,"[{""start"": 15, ""end"": 21, ""text"": ""siiski"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2283,0.0
""" Meie pole seda teed kunagi taotlenud , "" eitab linnaosa vanema ase-täitja Jüri Jõgeva oma rolli .",2149,"[{""start"": 22, ""end"": 28, ""text"": ""kunagi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2313,11.8
""" See on väljamõeldis , meie ei plaani sinna mingit elamuehitust , "" kinnitab Jüri Jõgeva .",2150,"[{""start"": 39, ""end"": 44, ""text"": ""sinna"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2334,56.2
Grinblats süüdistas samuti Shkelet autoritaarsetes juhtimisvõtetes .,2151,"[{""start"": 20, ""end"": 26, ""text"": ""samuti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2353,33.3
"Praegu on Eesti rahaturul tekkinud olukord , kus pankadel on piisavalt raha , mida välja laenata , kuid turul ei ole häid ja madala riskiastmega projekte , kuhu seda panna .",2152,"[{""start"": 61, ""end"": 70, ""text"": ""piisavalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2356,33.3
Kõigepealt peaks riik lõpetama elamureformi ning kiirendama korteriomandite seadmist ning seadusega reguleerima pikaajaliste kinnisvaratagatisega laenude andmise .,2153,"[{""start"": 0, ""end"": 10, ""text"": ""Kõigepealt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2366,6.2
"Korrusmajade renoveerimisprogrammist on puudu on vaid selge riiklik otsus , mõningad muudatused kehtivas seadusandluses ning mõne vajaliku institutsiooni loomine .",2154,"[{""start"": 49, ""end"": 53, ""text"": ""vaid"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2373,26.3
"Rünnak toimus pühapäevase hommikumissa ajal , kell 10.35 , mil kirikus viibis umbes 500 inimest .",2155,"[{""start"": 78, ""end"": 83, ""text"": ""umbes"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2380,80.0
""" Mul on siiralt kahju , et mul pole olnud võimalust Ullo Toomit näha .",2156,"[{""start"": 9, ""end"": 16, ""text"": ""siiralt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2385,21.4
Pianist ja muusikateadlane Liina Teose on rahvatantsualal iseõppija nagu oli ka tantsutaat Ullo Toomi .,2157,"[{""start"": 77, ""end"": 79, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2389,57.1
Teose käis oma tantsurühmaga ka juuli alguses Tallinnas üldtantsupeol .,2158,"[{""start"": 29, ""end"": 31, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2393,66.7
"USA kutsus reedel Venemaad ilmutama Tshetsheenia konfliktis "" kannatlikkust ja mõistlikkust "" ning lükkas kategooriliselt tagasi võrdlused NATO õhurünnakutega Jugoslaavias .",2159,"[{""start"": 106, ""end"": 121, ""text"": ""kategooriliselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2398,70.0
"Enamik inimesi kasutab internetti töö ajal , mis tähendab , et firma kulul rahuldatakse ka oma seksihuvi .",2160,"[{""start"": 88, ""end"": 90, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2415,82.4
Nabokovi aadlike mängud ei tule Tallinna kesklinnas kuidagi välja,2161,"[{""start"": 52, ""end"": 59, ""text"": ""kuidagi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2454,87.5
Filmi peategelase Henrik Timmeri juhuslikult ja spontaanselt abielurikkuja pihta heidetud kinnas omandab saatusliku tähenduse intriigi käivitajana - vene aadli päritolu tõsine mees Sobolev otsustab duelli käima lükata .,2162,"[{""start"": 33, ""end"": 60, ""text"": ""juhuslikult ja spontaanselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2456,16.0
""" Kas sa oled mees või ei ole , "" küsib Vello Jansoni poolt optimistlikuks ja teotahteliseks meheks mängitud Sobolev .",2163,"[{""start"": 2, ""end"": 5, ""text"": ""Kas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2457,0.0
"Moskvas tegutseb Kuldsete Poiste nimeline striptiisigrupp , mis koosneb peamiselt endistest sõjaväelastest .",2164,"[{""start"": 72, ""end"": 81, ""text"": ""peamiselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2482,75.0
""" Mu vanemad ja sõbrad on selle heaks kiitnud ja samuti tüdrukud - te ei suuda ette kujutada , milliseid pakkumisi ma olen saanud .",2165,"[{""start"": 49, ""end"": 55, ""text"": ""samuti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2492,37.5
Esmaspäeva õhtul kell kuus läks Raivo taas politseijaoskonda .,2166,"[{""start"": 38, ""end"": 42, ""text"": ""taas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2508,75.0
Eesti kuni 14-aastaste poiste koondis kaotas eile Maarjamäe staadionil Poola eakaaslastele 0 : 5 ( poolaeg 0 : 2 ) .,2167,"[{""start"": 45, ""end"": 49, ""text"": ""eile"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2580,35.0
""" Seal oli kombineeritud institutsionaalse mälu sära ja kirglik tõlgendamisoskus , "" kirjutas ta .",2168,"[{""start"": 2, ""end"": 6, ""text"": ""Seal"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2599,0.0
Hiljem õppis Ane majandustehnikumis ja pedagoogikaülikoolis .,2169,"[{""start"": 0, ""end"": 6, ""text"": ""Hiljem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2605,0.0
Erinevalt eelmistest maratonidest on 32.,2170,"[{""start"": 0, ""end"": 33, ""text"": ""Erinevalt eelmistest maratonidest"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2628,0.0
Kas ära pole tüdinenud ?,2171,"[{""start"": 0, ""end"": 3, ""text"": ""Kas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2641,0.0
"Ta on väga andekas muusik ja loodan , et ta oma talendil raisku minna ei lase .",2172,"[{""start"": 6, ""end"": 10, ""text"": ""väga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2656,0.0
""" Ma tahan kõigiga sõbralikult kokkuleppele jõuda , kuid kui see ei õnnestu , siis saab lahkuda mittetahtva ametniku puhul leida mingi rikkumise , "" märkis maavanem .",2173,"[{""start"": 19, ""end"": 30, ""text"": ""sõbralikult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2677,14.8
"Soosaar tegi Kikkasele noomituse , kuigi oleks võinud ta ka vallandada .",2174,"[{""start"": 57, ""end"": 59, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2683,36.4
"Igal teisipäeval ja neljapäeval kell 14-18 võetakse jalgrattaeksameid vastu ka Tallinna Liikluspolitseis ( Lastekodu 31 , tuba 101 ) .",2175,"[{""start"": 76, ""end"": 78, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2697,52.4
"Eesti Korteriühistute Liitu on pöördunud paljud korteriühistud , kes on siiralt mures oma maja tehnilise seisukorra pärast .",2176,"[{""start"": 72, ""end"": 79, ""text"": ""siiralt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2737,41.2
"Kontrollimisel selgus , et uus korteriomanik lammutas oma korteris kõik vaheseinad ( kaasa arvatud kandvad vaheseinad ) ja jättis järele vaid kitsad paneeliribad , mis olid kujundatud ilupostideks .",2177,"[{""start"": 137, ""end"": 141, ""text"": ""vaid"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2745,71.4
"LISCO erastamisleping annab ostjale õiguse kohustusi eirata , kui need takistavad nõukogul ja juhtkonnal ettevõtte juhtimist selliselt , nagu nad seda õigeks peavad , kirjutas Verslo zinios .",2178,"[{""start"": 125, ""end"": 134, ""text"": ""selliselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2760,59.3
USA presidendikandidaatide Al Gore ja George W. Bushi vahel käib võitlus ka internetis .,2179,"[{""start"": 73, ""end"": 75, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2764,83.3
"John Hagelin ( Natural Law Party ) tegi kõige radikaalsema avalduse , väites , et "" meelelahutustööstus peaks tegema jõupingutusi selleks , leida uusi teid Napsterit ja sarnaste teenuste kasutamiseks "" maksa-iga-korra-eest "" "" .",2180,"[{""start"": 40, ""end"": 45, ""text"": ""kõige"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2775,23.5
Püha kuulub Jumalale ja seega võib Jumala pühadus peegelduda igast inimesest .,2181,"[{""start"": 24, ""end"": 29, ""text"": ""seega"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2791,27.3
"Võlausaldajate üldkoosolek määras täna pankrotis elukindlustusseltsi Polaris Elu kolmeliikmelisele pankrotitoimkonnale töötasu , märkis pankrotihaldur Maire Arm Eesti Päevalehele .",2182,"[{""start"": 34, ""end"": 38, ""text"": ""täna"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2803,16.7
Kaasa ei elata ainult Noolele .,2183,"[{""start"": 15, ""end"": 21, ""text"": ""ainult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2882,60.0
Seitse protsenti valijaist ei ole otsust veel langetanud .,2184,"[{""start"": 41, ""end"": 45, ""text"": ""veel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2891,25.0
"Ta viitas , et põlengu tagajärjed oleks olnud raskemad , aga kuna laevalgusti läheduses polnud kergesti süttivaid esemeid , siis jäid hullemad tagajärjed olemata .",2185,"[{""start"": 95, ""end"": 103, ""text"": ""kergesti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,2896,58.3
