COLLECTION	SPANSTART	TYPE	TEXT
185146	529	S	Valimistel kindlalt võitnud CDR , mis koosneb Kristlik-Demokraatlikust Talunike Parteist ja Liberaalsest Koalitsioonist , moodustas valitsuskoalitsiooni Rumeenia Ungarlaste Demokraatliku Liidu ja Sotsiaaldemokraatliku Liiduga , mis koosneb omakorda Demokraatlikust Parteist ja Rumeenia Sotsiaaldemokraatlikust Parteist .
185146	529	Odeprel	obl advmod root nsubj punct nsubj acl:relcl obl nmod obl punct parataxis punct cc amod conj punct parataxis punct punct conj obj nmod nmod amod nmod punct appos punct cc conj obl punct nsubj acl:relcl advmod amod obl punct parataxis punct cc nmod amod conj punct appos punct punct
185146	529	Sdeprel	obl advmod root nsubj punct nsubj acl:relcl obl nmod obl _ _ _ cc amod conj _ _ _ punct conj obj nmod nmod amod obl _ _ _ cc amod conj punct nsubj acl:relcl advmod amod obl _ _ _ cc nmod amod conj _ _ _ punct
			
328797	0	O	TALLINN , 16. juuni ( EPLO ) - Kultusbänd Depeche Mode tuleb taas Eestisse ja annab 16. märtsil järgmisel aastal kontserdi Rocca al Mare suurhallis .
328797	0	S	TALLINN , 16. juuni - Kultusbänd Depeche Mode tuleb taas Eestisse ja annab 16. märtsil järgmisel aastal kontserdi Rocca al Mare suurhallis .
328797	0	Odeprel	nsubj punct amod conj punct parataxis punct punct appos appos flat root advmod obl cc conj amod obl amod obl obj nmod flat flat obl punct
328797	0	Sdeprel	nsubj punct amod appos _ _ _ punct conj flat flat root advmod obl cc conj amod obl amod obl obj nmod flat flat obl punct
			
700531	12753	O	Kui omavalitsuse territooriumil haiglat ei olnud , mõõdeti sõiduaeg lähimasse haiglasse ja jagati omavalitsused selle alusel kolmeks : 1 kuni 14,9 min ( 23 omavalitsust ) ; 15 kuni 29,9 min ( 17 ) ja rohkem kui 30 min ( 8 ) .
700531	12753	S	Kui omavalitsuse territooriumil haiglat ei olnud , mõõdeti sõiduaeg lähimasse haiglasse ja jagati omavalitsused selle alusel kolmeks : 1 kuni 14,9 min ; 15 kuni 29,9 min ja rohkem kui 30 min .
700531	12753	Odeprel	mark nmod advcl nsubj:cop aux advcl punct root obj amod obl cc conj obj nmod obl obl punct nummod case nummod parataxis punct nummod parataxis punct punct nummod case nummod conj punct parataxis punct cc advmod fixed nummod conj punct parataxis punct punct
700531	12753	Sdeprel	mark nmod advcl nsubj:cop aux cop punct root obj amod obl cc conj obj nmod obl obl punct nummod case nummod obl _ _ _ _ punct nummod case nummod conj _ _ _ cc advmod fixed nummod conj _ _ _ punct
			
632184	2581	O	2  Sööda puhul , mis on valmistatud väga vanade loomade erivajaduste rahuldamiseks ( kergesti seeduvad komponendid ) võib loomaliigi tulba lõpetada märkega “ vanad loomad ” . ”
632184	2581	S	2 Sööda puhul , mis on valmistatud väga vanade loomade erivajaduste rahuldamiseks võib loomaliigi tulba lõpetada märkega “ vanad loomad ” . ”
632184	2581	Odeprel	parataxis obl case punct nsubj:cop cop acl:relcl advmod amod nmod nmod obl punct advmod acl parataxis punct aux nmod obj root obl punct amod appos punct punct punct
632184	2581	Sdeprel	parataxis obl case punct nsubj cop acl advmod amod nmod nmod obl _ _ _ _ _ aux nmod obj root obl punct amod appos punct punct punct
			
374357	3597	O	See oli hull : vana , hallipäine ja prillidega Irmin Schmidt , Cani klahvimees ja krautrocki korüfee suure tiibklaveri taga ja tüki noorem kiilaspäine inglasest DJ Kumo ( teinud varem koostööd The Shameni ja Bomb The Bassiga ) oma puldis .
374357	3597	S	See oli hull : vana , hallipäine ja prillidega Irmin Schmidt , Cani klahvimees ja krautrocki korüfee suure tiibklaveri taga ja tüki noorem kiilaspäine inglasest DJ Kumo oma puldis .
374357	3597	Odeprel	nsubj:cop cop root punct amod punct conj cc nmod parataxis flat punct nmod conj cc nmod nmod amod conj case cc nmod amod amod conj appos flat punct parataxis advmod obj nmod flat cc conj flat flat punct nmod obl punct
374357	3597	Sdeprel	nsubj:cop cop root punct amod punct conj cc nmod parataxis flat punct nmod conj cc nmod nmod amod conj case cc nmod amod amod conj appos flat _ _ _ _ _ _ _ _ _ _ _ nmod nmod punct
			
107716	512	O	Gert Kullamäe ja Bamberg lõid Saksamaa liiga 11. voorus tiitlikaitsjat Berliini Albat 98 : 90 ( 54 : 41 ) .
107716	512	S	Gert Kullamäe ja Bamberg lõid Saksamaa liiga 11. voorus tiitlikaitsjat Berliini Albat 98 : 90 .
107716	512	Odeprel	nsubj flat cc conj root nsubj advmod amod obl obj nmod obl obl punct flat punct parataxis punct flat punct punct
107716	512	Sdeprel	nsubj flat cc conj root nsubj advmod amod obl obj nmod obl flat punct flat _ _ _ _ _
			
466431	1692	O	Innustatuna intressimäärade pidevast langusest ei kindlustatud end vastupidise arengu suhtes , hoogsalt spekuleeriti börsil aktsiahindade tormilise tõusu ( millele ise igati kaasa aidati ) ajal , osa pankasid orienteerus üha enam suurte kasumivõimalustega ( ja seega väga riskantsele ) Vene turule , lühiajaliste ressurssidega üritati rahastada pikaajalisi plaane , jätkuvalt pidev odava väliskapitali sissevool võimaldas kiirelt kasvatada laenu- ja väärtpaberiportfelli , jne.
466431	1692	S	Innustatuna intressimäärade pidevast langusest ei kindlustatud end vastupidise arengu suhtes , hoogsalt spekuleeriti börsil aktsiahindade tormilise tõusu ajal , osa pankasid orienteerus üha enam suurte kasumivõimalustega Vene turule , lühiajaliste ressurssidega üritati rahastada pikaajalisi plaane , jätkuvalt pidev odava väliskapitali sissevool võimaldas kiirelt kasvatada laenu- ja väärtpaberiportfelli , jne .
466431	1692	Odeprel	obl nmod amod nmod aux root obj amod obl case punct advmod conj obl nmod amod obj punct obl obl advmod compound:prt parataxis punct obl punct nmod nsubj conj advmod advmod amod obl punct cc advmod advmod parataxis punct nmod obl punct amod obl conj xcomp amod obj punct advmod amod acl nmod nsubj conj advmod xcomp obj cc conj punct conj punct
466431	1692	Sdeprel	obl nmod amod nmod aux root obj amod obl case punct advmod conj obl nmod amod obl _ _ _ _ _ _ _ case punct nmod nsubj conj advmod advmod amod obl _ _ _ _ _ _ nmod obl punct amod obl conj xcomp amod obj punct advmod amod acl nmod nsubj conj advmod xcomp obj cc conj punct conj punct
			
668925	2493	O	( tean omast kogemustest ) .
668925	2493	S	.
668925	2493	Odeprel	punct root obl obl punct punct
668925	2493	Sdeprel	_ _ _ _ _ root
			
67810	197	O	Kohus karistas Malsroosi Harju politsei abikomissari Rein Tutenpali ( 36 ) kogemata surnukslaskmise eest ühe aasta ja üheksa kuu pikkuse tingimisi vabadusekaotuse kaheaastase katseajaga , ütles kohtu sekretär .
67810	197	S	Kohus karistas Malsroosi Harju politsei abikomissari Rein Tutenpali kogemata surnukslaskmise eest ühe aasta ja üheksa kuu pikkuse tingimisi vabadusekaotuse kaheaastase katseajaga , ütles kohtu sekretär .
67810	197	Odeprel	nsubj root nmod nmod nmod obj appos flat punct parataxis punct advmod obl case nummod nmod cc nummod nmod nmod advmod obj amod obl punct conj nmod nsubj punct
67810	197	Sdeprel	nsubj root nmod nmod nmod obj appos flat _ _ _ advmod obl case det nmod cc nummod nmod obj advmod obj amod obl punct conj nmod nsubj punct
			
523884	4361	O	Liis ( Kadri Adamson )  Liis on ülbe ja korralik , aga ka ambitsioonikas .
523884	4361	S	Liis Liis on ülbe ja korralik , aga ka ambitsioonikas .
523884	4361	Odeprel	nsubj:cop punct appos flat punct nsubj:cop cop root cc conj punct cc advmod conj punct
523884	4361	Sdeprel	nsubj:cop _ _ _ _ flat cop root cc conj punct cc advmod conj punct
			
90852	173	O	""" Seadus tuleb üle vaadata , et suurem osa riigieelarvest ei kuluks sotsiaaltoetustele , "" ütles Oviir ( pildil ) teisipäeval ajakirjanikele ."
90852	173	S	""" Seadus tuleb üle vaadata , et suurem osa riigieelarvest ei kuluks sotsiaaltoetustele , "" ütles Oviir teisipäeval ajakirjanikele ."
90852	173	Odeprel	punct nsubj root compound:prt csubj punct mark amod nsubj nmod aux ccomp obl punct punct parataxis nsubj punct parataxis punct obl obl punct
90852	173	Sdeprel	punct obj root compound:prt csubj punct mark amod nsubj nmod aux ccomp obl punct punct parataxis nsubj _ _ _ obl obl punct
			
621331	5085	O	( 1 ) Kui proovi võtmine sõiduki kütusesüsteemist osutub kohapeal võimatuks , on käesoleva seaduse paragrahv 4 lõikes 3 nimetatud isikutel õigus anda sõidukijuhile korraldus toimetada sõiduk lähimasse kohta , kus selle kütusesüsteemist on võimalik proove võtta .
621331	5085	S	Kui proovi võtmine sõiduki kütusesüsteemist osutub kohapeal võimatuks , on käesoleva seaduse paragrahv 4 lõikes 3 nimetatud isikutel õigus anda sõidukijuhile korraldus toimetada sõiduk lähimasse kohta , kus selle kütusesüsteemist on võimalik proove võtta .
621331	5085	Odeprel	punct parataxis punct mark nmod nsubj nmod nmod advcl advmod xcomp punct cop acl nmod nsubj:cop nummod obl nummod acl root nsubj:cop acl obl obj acl obj amod obl punct mark nmod obl cop acl obj csubj:cop punct
621331	5085	Sdeprel	_ _ _ mark nmod nsubj nmod nmod advcl advmod xcomp punct aux acl nmod obj nummod obl nummod root obl obj acl obl obj acl obj amod obl punct mark nmod obl cop acl obj csubj:cop punct
			
660180	3399	O	importimise eritingimusi kohaldatakse , ilma et see piiraks nõukogu 28. jaanuari 1991. aasta direktiivi 91/67/EMÜ ( akvakultuuriloomade ja -toodete turuleviimist reguleerivate loomatervishoiunõuete kohta )  2  kohaselt tehtud otsuseid ;
660180	3399	S	importimise eritingimusi kohaldatakse , ilma et see piiraks nõukogu 28. jaanuari 1991. aasta direktiivi 91 / 67 / EMÜ 2 kohaselt tehtud otsuseid ;
660180	3399	Odeprel	nmod obj root punct advmod fixed nsubj advcl obj amod nmod amod nmod obj nummod punct conj punct conj punct nmod cc punct conj obj acl obl case punct obl advmod conj obj punct
660180	3399	Sdeprel	nmod obj root punct advmod fixed nsubj advcl nmod amod nmod amod nmod obj nummod punct conj punct conj _ _ _ _ _ _ _ _ _ _ nummod advmod conj obj punct
			
625006	27667	O	5 ) registri volitatud töötleja ( te ) - riigiasutus ( t ) e või äriühingu ( te ) , mille kõik aktsiad või osad kuuluvad riigile , või muu ( de ) seadusega määratud isiku ( te ) - nimi ( nimed ) või nimetus ( ed ) .
625006	27667	S	5 ) registri volitatud töötleja - riigiasutus e või äriühingu , mille kõik aktsiad või osad kuuluvad riigile , või muu seadusega määratud isiku - nimi või nimetus .
625006	27667	Odeprel	parataxis punct obj root obj punct parataxis punct punct appos punct parataxis punct cc cc conj punct parataxis punct punct obl det nsubj cc conj acl:relcl obl punct cc det punct parataxis punct obl conj obj punct parataxis punct punct appos punct parataxis punct cc conj punct appos punct punct
625006	27667	Sdeprel	parataxis punct obl root obj _ _ _ punct appos _ _ _ appos cc conj _ _ _ punct obl det nsubj cc conj acl:relcl obl punct cc amod _ _ _ obl conj obj _ _ _ punct appos _ _ _ cc conj _ _ _ punct
			
500812	986	O	Leedu ( 55 ) , 43 .
500812	986	S	Leedu , 43 .
500812	986	Odeprel	root punct parataxis punct punct parataxis
500812	986	Sdeprel	root _ _ _ punct conj
			
400979	166988	O	Kuna Eesti koolides õpetati õppeaastal 2000/01 enamasti Microsoft tarkvara ( Word ja Excel ) ning interneti brauseritest Internet Explorer'it või Netscape'i ( Tiiger Luubis , 2001 ) , siis analüüsis loeti õpilaste jaoks tuntud nuppudeks , ikoonideks ja juhtimismeetoditeks nendes tarkvararakendustes kasutatud või nendega sarnased nupud , ikoonid ja juhtimismeetodid ( nupud , ikoonid ja nendes tarkvararakendustes kasutatud menüüdega samanimelised menüüd ) .
400979	166988	S	Kuna Eesti koolides õpetati õppeaastal 2000 / 01 enamasti Microsoft tarkvara ning interneti brauseritest Internet Explorer'it või Netscape'i , siis analüüsis loeti õpilaste jaoks tuntud nuppudeks , ikoonideks ja juhtimismeetoditeks nendes tarkvararakendustes kasutatud või nendega sarnased nupud , ikoonid ja juhtimismeetodid .
400979	166988	Odeprel	mark nmod obl advcl obl nummod punct nummod advmod nmod obj punct parataxis cc conj punct cc nmod conj appos flat cc conj punct parataxis flat punct parataxis punct punct advmod obl root obl case conj xcomp punct conj cc conj det obl acl cc obl conj obj punct conj cc conj punct obj punct conj cc det conj acl:relcl nmod amod obj punct punct
400979	166988	Sdeprel	mark nmod obl advcl obl nummod punct conj advmod nmod obj _ _ _ _ _ cc nmod conj appos flat cc conj _ _ _ _ _ _ punct advmod obl root obl case conj xcomp punct conj cc conj det obl acl cc obl conj obj punct conj cc conj _ _ _ _ _ _ _ _ _ _ _ _ punct
			
84278	2183	O	Apteegist soodustingimustel ravimite väljastamise kord on kehtestatud sotsiaalministri määruste nr 2 ( 15. jaanuar 1997 ) , nr 35 ( 19. september 1997 ) ja nr 4 ( 13. jaanuar 1998 ) järgi .
84278	2183	S	Apteegist soodustingimustel ravimite väljastamise kord on kehtestatud sotsiaalministri määruste nr 2 , nr 35 ja nr 4 järgi .
84278	2183	Odeprel	nmod obl nmod nmod obl aux root nmod obj nmod nummod punct amod parataxis nummod punct punct nmod conj punct amod parataxis nummod punct cc nmod conj punct amod parataxis nummod punct case punct
84278	2183	Sdeprel	nmod obl nmod nmod obj aux root nmod obl nmod nummod _ _ _ _ _ punct nmod conj _ _ _ _ _ cc conj nummod _ _ _ _ _ case punct
			
603165	35	O	millega kehtestatakse ühenduses toimuva hariliku tuuniga ( Thunnus thynnus ) seotud kaubanduse statistilist seiret käsitlev süsteem
603165	35	S	millega kehtestatakse ühenduses toimuva hariliku tuuniga seotud kaubanduse statistilist seiret käsitlev süsteem
603165	35	Odeprel	obl root obl acl amod obl punct appos flat punct acl nmod amod obj acl obj
603165	35	Sdeprel	obl root obl acl amod obl _ _ _ _ xcomp nmod amod obj acl obj
			
665730	5742	O	( 3 ) Igal Nõukogu liikmel on üks hääl .
665730	5742	S	Igal Nõukogu liikmel on üks hääl .
665730	5742	Odeprel	punct parataxis punct det nmod root cop det nsubj:cop punct
665730	5742	Sdeprel	_ _ _ det nmod root cop nummod nsubj:cop punct
			
703475	1264	O	- kelle ettevõte on veterinaar- ja toiduameti poolt tunnustatud toidukäitleja ( aluseks toiduseadus ) või taimetoodangu inspektsiooni poolt tunnustatud või registreeritud söödatootja ( aluseks söödaseadus ) ;
703475	1264	S	- kelle ettevõte on veterinaar- ja toiduameti poolt tunnustatud toidukäitleja või taimetoodangu inspektsiooni poolt tunnustatud või registreeritud söödatootja ;
703475	1264	Odeprel	punct nmod obj aux obl cc conj case root obl punct xcomp parataxis punct cc nmod obl case conj cc conj obj punct xcomp parataxis punct punct
703475	1264	Sdeprel	punct nmod obj aux obl cc conj case root nmod _ _ _ _ cc conj obl case conj cc conj obj _ _ _ _ punct
			
687101	318665	O	Vaata , kodanik mõõtis ilmselt mitte kahe diagonaalse , vaid kahe naaberaugu tsentrite vahet , mis on tõesti 100/sqrt ( 2 ) =70 , 7 mm
687101	318665	S	Vaata , kodanik mõõtis ilmselt mitte kahe diagonaalse , vaid kahe naaberaugu tsentrite vahet , mis on tõesti 100 / sqrt = 70 , 7 mm
687101	318665	Odeprel	root punct nsubj conj advmod advmod nummod amod punct advmod nummod nmod nmod obj punct nsubj:cop cop advmod acl:relcl punct conj punct parataxis punct punct nummod acl:relcl
687101	318665	Sdeprel	root punct nsubj conj advmod advmod nummod amod punct advmod nummod nmod nmod obj punct nsubj:cop cop advmod nummod punct conj _ _ _ flat flat acl:relcl
			
59084	4092	O	"Kanoniseerimine ( pühakustamine ) tähendab , et antakse välja toomus ( dokument ) tema pühakuks tunnistamise kohta ja see loetakse ette tema haual . """
59084	4092	S	"Kanoniseerimine tähendab , et antakse välja toomus tema pühakuks tunnistamise kohta ja see loetakse ette tema haual . """
59084	4092	Odeprel	nsubj punct parataxis punct root punct mark ccomp compound:prt obj punct parataxis punct nmod nmod obl case cc obj conj compound:prt nmod obl punct punct
59084	4092	Sdeprel	nsubj _ _ _ root punct mark ccomp compound:prt advcl _ _ _ nmod nmod obl case cc obj conj compound:prt nmod obl punct punct
			
392030	1908	O	""" See võib kaasa tuua selle , et need väga head mehed ( politseijuhiks pakkus Leivo Robert Antropovit - toim ) ei leia toetust . """
392030	1908	S	""" See võib kaasa tuua selle , et need väga head mehed ei leia toetust . """
392030	1908	Odeprel	punct nsubj aux compound:prt root obj punct mark det advmod amod nsubj punct xcomp parataxis nsubj flat flat punct obl punct aux conj obj punct punct
392030	1908	Sdeprel	punct nsubj aux compound:prt root obj punct mark det advmod amod nsubj _ _ _ _ _ _ _ _ _ aux acl obj punct punct
			
103171	1306	O	Ustimenko väitel põgenes ta koos Medvedjeviga mullu sügisel Peterburist Eestisse , sest kartis koolis tegutsenud Telepaadi ( Venemaal tegutsenud sarimõrvar - toim ) jõugu kättemaksu .
103171	1306	S	Ustimenko väitel põgenes ta koos Medvedjeviga mullu sügisel Peterburist Eestisse , sest kartis koolis tegutsenud Telepaadi jõugu kättemaksu .
103171	1306	Odeprel	nmod obl root nsubj case obl advmod obl obl obl punct mark advcl obl advcl obl punct obl parataxis nsubj punct parataxis punct nmod obj punct
103171	1306	Sdeprel	nmod obl root nsubj case obl advmod obl obl obl punct mark advcl obl advcl nmod _ _ _ _ _ _ _ nmod nsubj punct
			
593733	2255	O	) ,  San Antonio  - New Jersey 79 : 78 ( Robinson 19 , 16 lp . - Cassell 19 ) , Denver -  Phoenix  76 : 100 ( Newman 20 - McDyess 18 ) ,  Seattle  - Toronto 111 : 93 ( Payton 24 - Wallace 25 , Christie 21 ) .
593733	2255	S	) , San Antonio - New Jersey 79 : 78 , Denver - Phoenix 76 : 100 , Seattle - Toronto 111 : 93 .
