lemma|form|verbifraas|margend|lause|lause_id
RBH|RBHsse|alusel liikusid varad Nordikast RBHsse|loc_a|Arge oli omal ajal sõlminud Nordika ja RBH vahelise arvelduskrediidi lepingu 10 miljoni krooni peale , mille alusel liikusid varad Nordikast RBHsse ning vastutasuks ei pidanud Nordika oma Rävala büroo kolme korruse eest renti maksma .|923831
ootus|ootuses|ootuses käisin aeg massaažis|state|Puhastuse ootuses käisin kogu aeg massaažis .|936370
rockmuusikal|rockmuusikalis|Kõrvuti astuvad rockmuusikalis lavale lauljad|event|Kõrvuti Draamateatri näitlejate Lembit Ulfsaki , Mait Malmsteni , Kleer Maibaumi , Veikko Tääri ja Taavi Teplenkoviga astuvad rockmuusikalis lavale noored lauljad Jakko Maltis , Kaire Vilgats , Kelli Uustani , Ele Raik , Maria Kasepalu-Joffe , Lauri Liiv ja Bert Pringi .|938812
vormelimaailm|vormelimaailmas|Muidugi liigub vormelimaailmas raha|loc_a|Muidugi liigub vormelimaailmas väga suur raha .|951848
aju-uuring|aju-uuringul|diktaator käis korda päeva jooksul aju-uuringul|event|Endine Tšiili diktaator Augusto Pinochet käis teist korda viimase üheksa päeva jooksul aju-uuringul , mille tulemusi aga arstid ei avalda .|960296
ettekirjutus|ettekirjutusest|pole ettekirjutusest hoolimata siit seni ka lahkunud|other|Seni on Morozov keeldunud legaliseerimast enda viibimist Eestis ega pole ettekirjutusest hoolimata siit seni ka lahkunud .|963373
judotatami|judotatamile|president astus eile korda kuu jooksul Jaapanis judotatamile heideti|loc_c|Vene president Vladimir Putin astus eile juba teist korda viimase kahe kuu jooksul Jaapanis judotatamile , kus ta aga 10-aastase koolitüdruku poolt selili heideti .|973451
võimuliit|võimuliidust|Koonderakond lahkus reedel võimuliidust|loc_a|Tallinna linnavalitsus ei kavatse koonderakondlasest Kristiine linnaosavanemat Juhan Hindovit ( pildil ) ametist vabastada , kuigi Koonderakond lahkus möödunud reedel Tallinna võimuliidust .|975583
trollima|trollis|mina aga istusin trollis|error|Tänavad blokeeriti , mina aga istusin koos emaga trollis ning meil oli vaja jõuda Balti jaama , et sealt siis bussiga seenele sõita .|978373
võrgumaailm|võrgumaailmas|võrgumaailmas käib elanike vahel suhtlemine|loc_a|Või näiteks kuivõrd fundamentaalne on ikkagi Tartu-Tallinna füüsiline vastuolu , ehkki võrgumaailmas käib kahe linna elanike vahel tihe suhtlemine .|979004
siselist|siselistidel|väitlus käib juba siselistidel|loc_a|"Ametlikku kandidaatide süsteemi pole , kuigi väitlus käib juba ajalehtede siselistidel , "" ütles Tammerk ."|996954
trollipeatus|trollipeatusse|kaaslane jooksis pärast õnnetust trollipeatusse|loc_c|Natalja ehmunud kaaslane jooksis pärast õnnetust trollipeatusse ja sõitis minema .|1027628
mõisamaja|mõisamajast|päev käib ta mõisamajast läbi|loc_c|Peaaegu iga päev käib ta mõisamajast , mida praegu Rõuge huvikojaks kutsutakse , läbi .|1030773
jõulud|jõuludele|mobiilitootjad astuvad jõuludele vastu noortetelefonidega|event|Kõik suuremad mobiilitootjad astuvad jõuludele vastu tuliuute noortetelefonidega .|1039619
maakonnakeskus|maakonnakeskuses|maakonnakeskuses käib otsimas inimest|loc_c|Ida-Viru maakonnakeskuses Jõhvis käib tööd otsimas umbes 1200 inimest kuus ehk keskmiselt 50 inimest päevas .|1050241
lauspommitamine|lauspommitamisest|Järelikult käib jutt lauspommitamisest|other|Järelikult käib jutt järjekordsest Vene-pärasest teede ja külade lauspommitamisest , mitte NATO poolt demonstreeritud täpsuslöökidest .|1050495
värbamine|värbamisel|värbamisel käib konkurents|event|"Paljud pangad on sel aastal oma töötajatele juba maksnud "" kuldsete käeraudadena "" mõjuvaid preemiaid , kuna andekamate töötajate värbamisel käib tihe konkurents ."|1062766
rahvariie|rahvariideis|kõnnivad rahvariideis|state|Arendavad keelt , kultuuri , kõnnivad rahvariideis , helistavad kannelt .|1065921
olemasolu|olemasolul|mäng jookseb ilusti protsessori olemasolul|reason|Mängu tootja Blizzard kinnitab , et mäng jookseb ilusti 233-megahertsise protsessori , 32 MB mälu , 650 MB vaba kettaruumi ja DirectX graafikakaardi olemasolul .|1072314
Paksa|Paksas|Pärast tagasiastumist lahkus Paksas parteist|error|Pärast tagasiastumist valitsusjuhiametist 1999. aasta lõpus lahkus Paksas ka konservatiivide parteist ning asus Liberaalide Liidu etteotsa .|1085744
põhjapoolus|põhjapoolusel|kes käisid mais ekspeditsioonil põhjapoolusel|loc_c|Naised , kes käisid 1997. aasta mais ekspeditsioonil põhjapoolusel , alustasid oma retke lõunapoolusele 24. novembril , olles eelnevalt 18 kuud Norras treeninud .|1097588
Bem|Bemis|Bemis nüüd välja käib|error|""" Kui tulemus , mille Bemis nüüd välja käib , pole midagi sellist , mis oleks väärinud niisugust poolehoidu , siis ollakse tulevaste taoliste aktsioonide suhtes kindlasti palju skeptilisemad , "" rääkis sotsioloog ."|1101776
isamaaliit|Isamaaliidust|astus välja Isamaaliidust|loc_a|Pärast seda esitas Vaik lahkumisavalduse vallavanema kohalt ning astus välja ka Isamaaliidust .|1107363
tööreis|tööreisidel|Olen käinud Eestis tööreisidel|event|Olen käinud Eestis palju tööreisidel , ei tunne aga ometi kuigi hästi neid põhimõtteid , milledele tuginedes toimivad teie kohalikud omavalitsused .|1167150
kaldapealne|kaldapealsel|Kõnnime kaldapealsel|loc_c|Kõnnime kaldapealsel , mis veel paarikümne aasta eest oli nii püha , et siin vaid vilja kasvatati .|1167391
vaegnägija|vaegnägijatele|käis vaegnägijatele esinemas|owner|Merike räägib loo ajast , kui käis vaegnägijatele esinemas .|1189545
valitseja|valitsejale|valitsejale astub vastu number|owner|Maailma viimase 15 aasta valitsejale Kasparovile ( 37-aastane , Elo 2849 ) astub vastu rahvusvahelise alaliidu FIDE edetabeli teine number ( 25 , 2770 ) , kuu aega kestvas matshis mängitakse 16 partiid .|1202479
Peipsi|Peipsil|Peipsil kalal käinud|loc_c|Peipsil kalal käinud kolme lätlase vahel tekkis tagasiteel tüli , mille käigus Viktor ( 46 ) pussitas Vladimirit ( 47 ) ja Antonit ( 42 ) .|1233068
Kaukaasia|Kaukaasias|Kaukaasias käisid piigad ujumas|loc_c|Kaukaasias käisid piigad ujumas .|1295910
dokument|dokumendist|jutt käib dokumendist|other|Samal ajal väidavad mõned allikad , näiteks Saksa nädalaleht Der Spiegel , et jutt käib dokumendist , mille koostas Hiina kompartei keskkomitee sõjaline allkomitee .|1304280
hokitrenn|hokitrennis|poeg käib hokitrennis uisutamas|loc_a|Ta 12aastane poeg käib hokitrennis ja 14aastane tütar uisutamas .|1377774
pääsküla|Pääskülast|Tuttavad jooksevad Pääskülast kohale|loc_c|""" Tuttavad jooksevad Pääskülast kohale , näost valged ."|1384098
mahitus|mahitusel|Ma olen mahitusel käinud aastal|other|Ma olen Laari mahitusel käinud , 1993. aastal .|1408095
linnapea|Linnapeadest|Linnapeadest käisid peale platsil linnapea|other|Linnapeadest käisid peale Suklese ja Mägi platsil Pärnu linnapea Andres Sooniste , Kuressaare linnapea Jaanus Tamkivi , Tapa linnapea Voldemar Nellis ja Rapla linnapea Aare Heinvee .|1410912
sakstekamber|sakstekambris|sakstekambris istusid laua taga mehed|loc_c|Kitsukeses sakstekambris istusid ühe laua taga Delta mehed kaasadega ja teises tantsutüdrukud .|1414728
palliväli|palliväljadel|liikusid palliväljadel vallutuseni|loc_c|United ja Real polnud oskusi mõõtnud koguni 32 aastat - toona jäid inglased meistrite sarja poolfinaalis peale ja liikusid Euroopa palliväljadel esimese suure vallutuseni .|1429264
ülekäiguraja|ülekäigurajale|pärastlõunal kell astus Raivo ülekäigurajale|loc_c|Laupäeva pärastlõunal kell 15.20 astus Raivo Kumm , 8 , Raplas Tallinna maantee ja Kooli tänava ristmikule maha märgitud ülekäigurajale ehk sebrale .|1436107
noorim|noorimal|siis noorimal käisid päkapikud|owner|Ta ise sobib siin hästi näiteks : kui kahe vanema , 1974. ja 1975. sündinud tütre detsember tähendas vaid jõuluvana ootust , siis 1979. aastal sündinud noorimal käisid ka päkapikud .|1440216
toidumüügiturg|toidumüügiturule|Kalda astub toidumüügiturule viimase peal tehnika|loc_a|Tartus tööle hakanud Kalda Konsum astub toidumüügiturule viimase peal tehnika , suure parkla ja tugeva turvasüsteemiga .|1442744
jaemüüja|jaemüüjatele|kaup liiguks töötlejalt jaemüüjatele hindadega|owner|Analüüsitud lepingutest nähtub , et töötlejate poolt hulgiettevõtjatele antavad maha- ja allahindlused on erinevad , seega on välistatud olukord , kus kaup liiguks töötlejalt jaemüüjatele ühesuguste hindadega .|1446616
Warriorss|Warriorsist|jõud käis võõrsil 118 üle Golden Warriorsist|error|Philadelphia 76ersi jõud käis võõrsil 118 : 110 üle Golden State Warriorsist .|1447763
istekoht|istekohal|Istun istekohal|loc_c|Istun linnadevahelise bussi kümnendal istekohal ja üritan magama jääda .|1480067
80.|80ndatel|kes käisid seal 80ndatel|time|Need inimesed , kes käisid seal 80ndatel , poleks ehtsasse Studio 54 sisse saanud , sest see oli niivõrd elitaarne .|1489708
koduõu|koduõuele|koduõuele astunud|loc_c|Kotitäis õunu näpus , tunnistame naisele viisakalt üles , kellega tegemist ja uurime tema suhtumist koduõuele astunud võõrastesse .|1504224
tervis|tervisest|Sestsaadik tehti liiguvad pidevalt kuuldused tervisest|other|Sestsaadik , kui Geidar Alijevile mullu südameoperatsioon tehti , liiguvad pidevalt kuuldused tema halvast tervisest .|1518682
Pihva|Pihvas|käisime korra ettevalmistustel Pihvas diviisis|loc_c|No käisime korra teatud ettevalmistustel Pihvas diviisis .|1523057
viht|vihast|aastat tagasi põrkasid jooksis viimane vihast näoga boksi juurde|error|Paar aastat tagasi , kui Coulthard ja Schumacher Belgias kokku põrkasid , jooksis viimane vihast tulipunase näoga McLareni boksi juurde ning oli valmis shotlasele kere peale andma .|1534806
Pitcairn|Pitcairnilt|Lennuk lahkus Pitcairnilt|loc_c|Lennuk lahkus Pitcairnilt , lastiks tohutul hulgal mandariine , apelsine , kookospähkleid , ananasse , papaiasid , sidruneid , greipe , laime , banaane , leivapuu vilju , mangosid ja muud värsket , mida üks küllusesaar võib pakkuda .|1570581
Delfi|Delfis|Delfis käib tihti andmine omade vahel põrkuvad|loc_a|"Asja ei muuda see , et Delfis käib tihti vihane andmine ka "" omade "" vahel , vaata näiteks eile alanud diskussiooni kaitseväe kordusõppuste üle , sest sel juhul põrkuvad lihtsalt kaks gruppi , kes esindavad mingit kindlat hoiakut ja materdavad nad teineteist argumentidega , mis on jäänud muutumatuks alates Delfi sünniaegadest ."|1571442
asukoht|asukohale|ilmselt tänu asukohale käis näitusel külastajaid|other|Raske on sellise disainikultuuriga maal nagu Taani kedagi üllatada , kuid ilmselt tänu soodsale asukohale Kopenhaageni kesklinnas käis näitusel väga palju külastajaid .|1579334
doonoripäev|doonoripäeval|doonoripäeval käis andmas inimest|event|Riigikogu doonoripäeval käis verd andmas 17 inimest , neist vaid neli olid Riigikogu liikmed .|1606940
mootorpaat|mootorpaadis|mootorpaadis istus tuukrit|loc_c|Ühes mootorpaadis istus kolm tuukrit ja teises neli .|1628179
liikumisrada|liikumisrajal|Viimati käisid Andrus liikumisrajal teisipäeval|loc_c|Viimati käisid Andrus ja Marek Nõmme vastsel liikumisrajal teisipäeval .|1636558
kvaliteet|kvaliteedis|erakonnad astuvad valijate ette kvaliteedis|state|Erakorraliste valimiste ebameeldivus seisneb selles , et kähmluselt tabatud erakonnad astuvad valijate ette enam-vähem võltsimata kvaliteedis .|1653522
väikeettevõtja|väikeettevõtjale|mis väikeettevõtjale käib üle jõu|owner|Kui ettevõtja tahab võtta paremat töötajat , peab ta maksma vastavalt vallandatava töötaja staažile kuni kaheksa kuupalga ulatuses hüvitust , mis väikeettevõtjale käib üle jõu , ütles Kriis .|1666252
Sardiinia|Sardiiniast|Ta lahkus Sardiiniast korra saanud|loc_c|Ta lahkus Sardiiniast vaid korra , kui oli Esimese maailmasõja aegu granaadist haavata saanud .|1674173
mitmepäevasõit|mitmepäevasõidul|profid astusid mitmepäevasõidul leeri|event|Ag2r profid Jaan Kirsipuu ja Lauri Aus astusid tänavusel mitmepäevasõidul mõlemad katkestajate leeri ning puhkasid võistlusväsimust välja kodus , tuuri viimaste etappide aegu .|1674968
ummiktee|ummikteel|aastat liikus Venemaa ummikteel|loc_a|Ligi 70 aastat liikus Venemaa ummikteel , viimasel kümnendil on aga Venemaa ammendanud oma vapustuste limiidi .|1688511
riigikirjand|riigikirjandites|sõnul jooksis mullu riigikirjandites tekst|loc_c|Madisso sõnul jooksis mullu paljudes riigikirjandites arusaamatu tekst , mille mõtet oli raske tabada .|1700544
arvutifirma|arvutifirmas|Firenzes käisime arvutifirmas|loc_c|Firenzes käisime neljas arvutifirmas .|1707827
Aivar|Aivarilt|aastat olen Aivarilt käinud küsimas|owner|""" Pool aastat olen Aivarilt käinud mitu korda küsimas ."|1724370
arvutitelk|arvutitelgis|arvutitelgis käis eile huvilist|loc_c|Tiigrituuri arvutitelgis Tartus Raekoja platsil käis eile ligi 1500 huvilist , kes surfasid internetis ja mängisid arvutimänge .|1734631
vastukülaskäik|vastukülaskäigul|Virumaal vastukülaskäigul käinud|event|Kaks suve tagasi osales Väike-Maarja korvpallimeeskond väikelinnas Palestrinas ( kuulsa helilooja sünnilinnas ) noorteturniiril ning Virumaal vastukülaskäigul käinud itaallastest said südamest Eesti-huvilised .|1774603
sihtasutus|sihtasutuses|Sergejeva käis sihtasutuses novembris|loc_c|Sergejeva käis sihtasutuses mullu novembris , rohkem teda nähtud pole .|1776620
rätt|rättides|aedades istusid rättides naised|state|Päikesetõusul , kui üle kogu linnakese kajanud palvusehüüd oli meid üles raputanud , nägin , et taevas polnud ühtegi pilve , vaid olid tõepoolest kõrged mäed ning et kogu Kemer õitses , hotellide aiad olid täis eksootilisi taimi , millele ei osanud nimegi anda ning kohalike elanike rämpsustes aedades istusid rättides naised ja jälgisid poolpaljaid turiste ketikoera tigedusega .|1795363
mini|minis|Talvel minis hästi ei käi|state|"Üheksanda klassi noormehed tõdevad , et neile meeldiks , kui tüdrukud sagedamini miniseelikuid kannaksid "" Talvel nagu minis hästi ei käi , külm on , "" selgitab Maarja Seinas ."|1802331
ebaõnnestumine|ebaõnnestumisest|ebaõnnestumisest hoolimata lahkun Eestist muljetega|other|Sellest väikesest ebaõnnestumisest hoolimata lahkun Eestist parimate muljetega .|1807772
korvpallikool|Korvpallikoolis|Korvpallikoolis käinud|loc_a|Enam on kõneainet tekitanud Tartu Korvpallikoolis käinud poiste värbamine .|1809893
plaju|plajudele|hankimine käib plajudele mehhiklastele üle jõu|error|Chihuahua osariigi võimud pöördusid föderaalvalitsuse poole palvega alandada otsekohe kõigi kütteliikide hinda , kuna selle hankimine külmalainega toimetulekuks käib plajudele mehhiklastele üle jõu .|1813144
jõudmine|jõudmisest|ei lahku abilinnapea kohalt enne jõudmisest ette novembril|error|Pühapäeval Koonderakonna kongressil erakonna peasekretäriks kinnitatud abilinnapea Ants Leemets ütles , et ei lahku abilinnapea kohalt enne linna järgmise aasta eelarveprojekti jõudmisest linnavolikogu ette 15. novembril .|1824388
telefonirežiim|telefonirežiimis|menüüd ei liiguks telefonirežiimis aeglaselt|state|Ma tahan , et mu telefonil oleksid oleku- ja kasutajaprofiilid , et ta aku peaks vastu kauem kui kaks ööpäeva , et tal oleks rohkem kui neli juba aastaid tuntud Ericssoni helinat , et menüüd ei liiguks telefonirežiimis nii aeglaselt ( viimati valitud kõnede nimekirja peab pärast nupulevajutust ootama tervelt sekundi ) ja et telefoni suurel ekraanil näidatav tekst ei oleks nii kribu , et näiteks autoroolis ja pimedas on võimatu aru saada , kes mulle helistab .|1835720
äss|ässadele|hooaegadel on ta ässadele valusalt kannale astunud|owner|22aastast Märtinit peetakse Eesti andekaimaks nooreks rallimeheks , viimastel hooaegadel on ta kodustele ässadele valusalt kannale astunud .|1838496
uusrajoon|uusrajoonis|kes käis uusrajoonis hääletamas|loc_c|Paulauskas , kes käis kodu lähedal Lasnamäed meenutavas Fabijonishkesi uusrajoonis koos abikaasa Jolanta ( 25 ) ja noorima tütre Aistega ( 3 ) jalgsi hääletamas , oli oma võidus veendunud .|1858393
Amasoonia|Amasoonias|mis ju Amasoonias edukalt käib|loc_c|Aitaks ehk metsade lagendikeks muutmine , mis ju nii Amasoonias kui ka Eestis päris edukalt käib ?|1861798
Tallina|Tallinas|hiljuti Tallinas käinud|loc_c|Nagu hiljuti Tallinas käinud helilooja Penderecki ütles : oma piiblitekstidel põhinevate suurvormidega on ta viimane mohikaanlane .|1870058
avariihetk|Avariihetkel|Avariihetkel juhi kõrval istunud|time|Avariihetkel juhi kõrval istunud Oleg lebab intensiivraviosakonnas raske ajukahjustusega koomaseisundis , teised on raskete vigastustega neurokirurgiaosakonnas .|1889232
esinemispaik|esinemispaigas|ajal astuvad esinemispaigas õllesõprade ette lauljad|loc_c|Samal ajal astuvad kümmekonnas esinemispaigas õllesõprade ette sellised armastatud lauljad ja pillimehed nagu Rock Hotell , Ummamuudu ja Setu laulukoor , FIX , Seelikukütid või Marju Kuut .|1901956
Sigulda|Siguldas|Nädalavahetusel Siguldas MKetapil käinud|loc_c|Nädalavahetusel Siguldas MKetapil käinud Eesti koondise peatreener Peeter Kirt kuulis ehmatuseks , et maapakku läinud presidendi võlakoorem on arvatust kopsakam .|1903190
imik|imikutest|väitel käib Jõulumäel rahvast alates kõhul imikutest kuni pensionärideni välja|other|""" Tasalaini väitel käib Jõulumäel rahvast alates ema-isa kõhul kotikeses rippuvatest imikutest kuni pensionärideni välja ."|1907980
kangisaal|kangisaalis|Nüüd käisin päeva enne võistlust kangisaalis|loc_c|"Nüüd käisin kaks päeva enne võistlust kangisaalis . """|1925431
