collectionID	sentenceStart	changed	changes	original	short
602215	573	0	{}	Siiri sõnul ei tähenda osakonna sulgemine , et Haapsalus enam üldse lapsi ei sünni .	Siiri sõnul ei tähenda osakonna sulgemine , et Haapsalus lapsi ei sünni .
663561	573	1	"{""obj_nsubj"": 1}"	k-lite olen proovinud ja loomulikult lasin enne kõik maha ja iga playeriga sama jama , ka VLCga ... aga ot driverid .. väga hea kohe proovin	K-lite olen proovinud ja lasin kõik maha ja iga playeriga sama jama , VLCga ... aga ot driverid .. hea proovin
687102	105524	0	{}	Hädakorrral on ISP-del suure to~enäosusega olemas logisid , mis trace'imist vo~imaldaksid--aga nad ei väljasta toda trace'i just eriti paljudele peale politsei .	Hädakorrral on ISP-del suure to ~ enäosusega olemas logisid , mis trace ' imist vo ~ imaldaksid-- aga nad ei väljasta toda trace'i paljudele peale politsei .
667204	1474122	1	"{""nmod_obj"": 1}"	Muidugi saab muudatusettepanekuid teha otsuse eelnõu teksti kohta , sellest ma siin juba rääkisin , kas või selles osas , kuidas kajastada otsuse eelnõus näiteks arengukava perioodilist läbivaatamist ja võimalike korrektiivide tegemist .	Saab muudatusettepanekuid teha otsuse eelnõu teksti kohta , sellest ma rääkisin , või selles osas , kuidas kajastada otsuse eelnõus näiteks arengukava perioodilist läbivaatamist ja võimalike korrektiivide tegemist .
147173	1079	1	"{""obl_nsubj"": 1}"	Pukka sõnul kaotas Edelaraudtee streigi pärast vähemalt 10 protsenti reisijatest .	Pukka sõnul kaotas Edelaraudtee streigi pärast 10 protsenti reisijatest .
195194	2387	0	{}	Rohkem vahetatakse raha pärast töökohti elualadel , mille sees laiutavad olulised palgavahed .	Vahetatakse raha pärast töökohti elualadel , mille sees laiutavad olulised palgavahed .
591985	1244	0	{}	Ligi kahekilomeetrine inimvoog	Kahekilomeetrine inimvoog
655677	1984	0	{}	Veel selgus , et Taani õpilastel on ka kõige rohkem raha .	Selgus , et Taani õpilastel on raha .
104567	1054	0	{}	Arhitektuuriliselt eriliseks teeb Linnamäe HEJ asjaolu , et jaama kompleks tunnistati omal ajal kauneimaks tööstusehitiseks Eestis .	Eriliseks teeb Linnamäe HEJ asjaolu , et jaama kompleks tunnistati omal ajal kauneimaks tööstusehitiseks Eestis .
493239	877	0	{}	“ Elamuseaduse järgi tohib üürileandja üüri muuta vaid kord aastas ja sedagi poolte kokkuleppel , ” lisas linnasekretär .	“ Elamuseaduse järgi tohib üürileandja üüri muuta kord aastas ja sedagi poolte kokkuleppel , ” lisas linnasekretär .
581747	199	0	{}	Peamiselt põleb mets ja natukene ka raba .	Põleb mets ja raba .
201202	5220	0	{}	Kõige suurem liiklustihedus on Frankfurdi ümbruses - ja seal on ka Euroopas kõige rohkem ummikuid !	Suurem liiklustihedus on Frankfurdi ümbruses - ja seal on Euroopas ummikuid !
236699	872	0	{}	Saba lahti - nokk kinni - olukorrast aitaks noori välja kutsenõustamise kabinettide loomine .	Saba
382075	1610	1	"{""obj_obl"": 1, ""compound:prt_case"": 1}"	Oma lemmikajalehte , Saksa nädalalehte Die Zeit lugedes , paneb ta ärisektsiooni kohe kõrvale .	Oma lemmikajalehte , Saksa nädalalehte Die Zeit lugedes , paneb ta ärisektsiooni kõrvale .
683657	975	0	{}	Lahtis toimuks , ja ka pealtvaatajatest pole meil puudus . »	Lahtis toimuks , ja pealtvaatajatest pole meil puudus . »
61664	522	0	{}	Ka väikeinvestorid paistsid silma aktiivsusega Norma aktsias .	Väikeinvestorid paistsid silma aktiivsusega Norma aktsias .
705225	156129	0	{}	FROsto: huviatv jkuda nad selle auto pialt seal ää ei lenda	FROsto : huviatv jkuda nad selle auto pialt ää ei lenda
705266	175258	0	{}	northen_girl: ei ma ei tea ... ei uurinud väga	Northen_girl : ei ma ei tea ... ei uurinud
72381	1967	0	{}	Alguses kavatsesime varem ära sõita , kuid Eestis pidavat kehvad lumeolud	Alguses kavatsesime ära sõita , kuid Eestis pidavat kehvad lumeolud
625586	747	0	{}	Karuse sõnul on pangad õppelaenu andmisel huvitatud ka sellest , et laenu saaja jääks ka edaspidi panga kliendiks .	Karuse sõnul on pangad õppelaenu andmisel huvitatud sellest , et laenu saaja jääks panga kliendiks .
407295	187621	1	"{""csubj:cop_acl:relcl"": 1}"	Ikka õige viks , mis paneb kohe kamassid läikima .	Viks , mis paneb kamassid läikima .
555710	3625	1	"{""root_amod"": 1, ""obj_root"": 1, ""obl_nmod"": 1}"	Sõnadepoole ülevaatamine ei andnud ka põhjust erutumiseks .	Sõnadepoole ülevaatamine ei andnud põhjust erutumiseks .
375983	1111	1	"{""obj_nsubj:cop"": 1, ""aux_cop"": 1}"	Kvaliteedi tagamiseks tuleb veel rohkesti ära teha ja süsteem peab olema pitseeritud , et inimesed ei saaks retsepti muuta ega kahandada tootemargi väärtust , ” sõnas ta .	Kvaliteedi tagamiseks tuleb ära teha ja süsteem peab olema pitseeritud , et inimesed ei saaks retsepti muuta ega kahandada tootemargi väärtust , ” sõnas ta .
573852	206	0	{}	5ukselisele maht-autoliku olemusega sõidukile saab valida 1,1 - , 1,3 - või 1,5 liitrise otto- või siis 1,5 liitrise diiselmootori .	5ukselisele maht-autoliku olemusega sõidukile saab valida 1,1 - , 1,3 - või 1,5 liitrise otto- või 1,5 liitrise diiselmootori .
439572	3718	0	{}	Ka teda ennast püüti propaganda eesmärkidel ära kasutada .	Teda ennast püüti propaganda eesmärkidel ära kasutada .
12299	1518	0	{}	Ma ei saagi aru , miks just neid lapsi peaks meeles pidama .	Ma ei saagi aru , miks neid lapsi peaks meeles pidama .
663453	276	1	"{""nmod_obl"": 1, ""conj_nsubj"": 1}"	Thanx , natuke veel lisaks putitamist ja asi töötab nagu peab	Thanx , lisaks putitamist ja asi töötab peab
342111	1247	1	"{""compound:prt_case"": 1, ""obj_obl"": 1}"	Tuleval aastal peaks ta võtma üle regulaarselt Atlandit ületava laineri Queen Elizabeth II ülesanded , kujunedes laevafirma lootuste kohaselt tõeliseks reisijamagnetiks .	Tuleval aastal peaks ta võtma üle Atlandit ületava laineri Queen Elizabeth II ülesanded , kujunedes laevafirma lootuste kohaselt tõeliseks reisijamagnetiks .
510497	1059	1	"{""acl_aux"": 1, ""xcomp_acl"": 1}"	Peoperenaisena vali endale lauas koht , kust saad kergesti liikuma .	Peoperenaisena vali endale lauas koht , kust saad liikuma .
705191	240275	0	{}	azure: minul läheb tunnikese pärast sünnipäevaselt :)	Azure : minul läheb tunnikese pärast :)
38203	260	0	{}	Miks linn üldse haridus-ametnikke vajab ?	Miks linn haridus-ametnikke vajab ?
3630	318548	0	{}	Aga sel moel ju meie harimatus , mis tähendas a b i t u s meie eneste ajaloo valdkonnas , meis välja kujundati .	Aga sel moel meie harimatus , mis tähendas a b i t u s meie eneste ajaloo valdkonnas , meis välja kujundati .
90863	2241	0	{}	""" Ka Eestis on mitmeid edukaid austerserviku tootjaid , šampinjonide kasvatamine pole nii hästi läinud ."	""" Eestis on mitmeid edukaid austerserviku tootjaid , šampinjonide kasvatamine pole läinud ."
404637	1563	1	"{""root_nsubj"": 1, ""cop_root"": 1, ""acl_conj"": 2, ""nmod_obl"": 1, ""obl_case"": 1}"	Seda , et majapidamisarvestuse andmed vallast kurjategijate kätte satuksid või et valla töötajad ise neid andmeid kurjasti kasutaksid , pole küll põhjust arvata , sest vallavalitsusel , nende ametnikel või nende volitusel töötavatel isikutel tuleb rangelt täita Riigikogus 25. jaanuaril 1995. aastal vastu võetud “ Avaliku teenistuse seadust ” , mille 67. paragrahv sätestab avaldamisele mittekuuluva teabe hoidmise kohustuse järgmises sõnastuses : “ Teenistuja peab nii teenistussuhete ajal kui ka pärast teenistusest vabastamist hoidma talle teenistuse tõttu teatavaks saanud riigi- ja ärisaladust , teiste inimeste perekonna- ja eraellu puutuvaid andmeid ning muud konfidentsiaalsena saadud informatsiooni . ”	Seda , et majapidamisarvestuse andmed vallast kurjategijate kätte satuksid või et valla töötajad neid andmeid kasutaksid , pole põhjust arvata , sest vallavalitsusel , nende ametnikel või nende volitusel töötavatel isikutel tuleb täita Riigikogus 25. jaanuaril 1995. aastal vastu võetud “ Avaliku teenistuse seadust ” , mille 67. paragrahv sätestab avaldamisele mittekuuluva teabe hoidmise kohustuse järgmises sõnastuses : “ Teenistuja peab nii teenistussuhete ajal kui pärast teenistusest vabastamist hoidma talle teenistuse tõttu teatavaks saanud riigi- ja ärisaladust , teiste inimeste perekonna- ja eraellu puutuvaid andmeid ning muud konfidentsiaalsena saadud informatsiooni . ”
705283	110056	0	{}	mizzy: Taurikaz mine bordelli seal on naisi jalaga segada	Mizzy : Taurikaz mine bordelli on naisi jalaga segada
16583	4976	0	{}	Kaal kadus kiirelt ?	Kaal kadus ?
107674	4107	1	"{""obl_advcl"": 1}"	Mida aeg edasi , seda enam hangume rammusat sõnnikut , et ülalpeetava mentaliteet väetatud põllul jälle lokkama lööks .	Mida aeg , hangume rammusat sõnnikut , et ülalpeetava mentaliteet väetatud põllul lokkama lööks .
422067	6879	1	"{""cop_advcl"": 1, ""advcl_advmod"": 1, ""nsubj:cop_nsubj"": 1}"	Minu meelest oleks see hiiglama vahva , kui seal oleks näiteks kümnetuhande-pealine koor , kus oleks ainult viis tuhat eestlast .	Minu meelest oleks see vahva , kui oleks näiteks kümnetuhande-pealine koor , kus oleks viis tuhat eestlast .
102571	194	0	{}	Projekti täiendati jalakäijatele mõeldud treppideta tunnelitega Paldiski maantee linnapoolses osas ja Ehitajate teel ning säilitati võimalus ka kolmanda tasapinna väljaehitamiseks Ehitajate tee-Rannamõisa tee suunal .	Projekti täiendati jalakäijatele mõeldud treppideta tunnelitega Paldiski maantee linnapoolses osas ja Ehitajate teel ning säilitati võimalus kolmanda tasapinna väljaehitamiseks Ehitajate tee-Rannamõisa tee suunal .
87981	1117	0	{}	"Hudoiberdõjev kutsus kolmapäevases avalduses oma toetajaid üles mitte ründama presidendi vägesid : "" Meil on kül-laldaselt jõudu ja laskemoona , et kaitsta oma kodumaad , õigusi ja vabadusi ."	"Hudoiberdõjev kutsus kolmapäevases avalduses oma toetajaid üles ründama presidendi vägesid : "" Meil on jõudu ja laskemoona , et kaitsta oma kodumaad , õigusi ja vabadusi ."
542160	5465	1	"{""det_nummod"": 1}"	Kui näiteks ühele tegelasele romaanis tundub , et kosmoses on Silmad , mis näevad kõike , mida ta teeb , ja sunnivad teda tegema asju , mida ta tegelikult ei taha , siis osutubki see Vonneguti kirjanduslikus maailmas tõeks .	Kui ühele tegelasele romaanis tundub , et kosmoses on Silmad , mis näevad kõike , mida ta teeb , ja sunnivad teda tegema asju , mida ta ei taha , osutubki see Vonneguti kirjanduslikus maailmas tõeks .
209407	9429	0	{}	Ent tagasi kommunismi apologeete Putini ning Lukašenko püüdlused kohe kindlasti ei hoia .	Ent kommunismi apologeete Putini ning Lukašenko püüdlused ei hoia .
620794	805	0	{}	Lisaks raskendas meie elu A. Le Coq Arena väga viletsas olukorras murukate korralikult sööta oli võimatu , pall ainult hüples .	Lisaks raskendas meie elu A. Le Coq Arena viletsas olukorras murukate sööta oli võimatu , pall hüples .
85367	1063	1	"{""amod_det"": 1}"	Ja mis see puhkus üldse on : kas lamamine , sportimine või hoopis mõne teise töö tegemine ?	Ja mis see puhkus on : kas lamamine , sportimine või mõne teise töö tegemine ?
558893	4953	0	{}	Kas saade jääb edaspidigi ööklubi seinte vahele ?	Saade jääb ööklubi seinte vahele ?
579633	2737	0	{}	Eestis T-Marketeid haldava OÜ VP Market tegevjuht Ruta Juzulenaite kinnitab , et madalad hinnad on saadud tänu pikaajalistele läbirääkimistele Leedu tootjatega , mitte tänu mööndustele kaupade kvaliteedis .	Eestis T-Marketeid haldava OÜ VP Market tegevjuht Ruta Juzulenaite kinnitab , et madalad hinnad on saadud tänu pikaajalistele läbirääkimistele Leedu tootjatega , tänu mööndustele kaupade kvaliteedis .
522735	900	1	"{""conj_acl"": 1}"	“ Palgast piisab , kui elan üksi ja eriti kokkuhoidlikult , ” räägib tundmatust palunud Tallinna politseiinspektor .	“ Palgast piisab , kui elan , ” räägib tundmatust palunud Tallinna politseiinspektor .
287443	392	0	{}	Sajad tuhanded loevad , küsivad veel kord üle uskumatut .	Sajad tuhanded loevad , küsivad üle uskumatut .
444011	1739	1	"{""root_advcl"": 1, ""conj_root"": 1, ""obl_appos"": 1}"	Mingiteks maailmaparandajateks noormehed ennast ei pea , pigem teevad nad muusikat põhimõttel  just for fun  .	Mingiteks maailmaparandajateks noormehed ennast ei pea , teevad nad muusikat põhimõttel for fun .
36627	3247	0	{}	""" Ma ei taha , et eestlased peaksid praegu kurja juureks baltisakslasi ."	""" Ma ei taha , et eestlased peaksid kurja juureks baltisakslasi ."
568758	4034	0	{}	Kui me juba endaupitamise peale läksime , siis võtame merepiiri pikkuse .	Kui me endaupitamise peale läksime , võtame merepiiri pikkuse .
49551	2575	0	{}	Vähemasti ise ma erilisi vigu ei märka .	Ise ma erilisi vigu ei märka .
700538	1440852	0	{}	Parem oleks , kui meil oleks suhtluspartnereid , kellega me kooskõlastame finantseerimise põhimõtteid ja muid suhteid , lihtsalt vähem .	Parem oleks , kui meil oleks suhtluspartnereid , kellega me kooskõlastame finantseerimise põhimõtteid ja muid suhteid .
354859	851	1	"{""conj_aux"": 1, ""obl_nsubj"": 1, ""acl_conj"": 1}"	Venemaa väed otsivad Umarovit taga , väidetavalt olla Umarov osalenud terrorirünnakutes ning Vene võimude sõnul oli ta seotud ka lõhkeainet täis veoautoga , mis varem sel kuul Tšetšeenias tabati .	Venemaa väed otsivad Umarovit taga , olla Umarov osalenud terrorirünnakutes ning Vene võimude sõnul oli ta seotud lõhkeainet täis veoautoga , mis sel kuul Tšetšeenias tabati .
304067	31	0	{}	NASA satelliidiandmete kohaselt on ühe Antarktika liustiku serva tekkinud 25 km pikkune pragu , mis peatselt viib massiivse uue jäämäe eraldumiseni , teatas USA kosmoseagentuur neljapäeval .	NASA satelliidiandmete kohaselt on ühe Antarktika liustiku serva tekkinud 25 km pikkune pragu , mis viib massiivse uue jäämäe eraldumiseni , teatas USA kosmoseagentuur neljapäeval .
433652	3085	0	{}	Ma ei tea , olin mina siis sellisel lainel , aga mulle läks väga korda , mis seal tehti .	Ma ei tea , olin mina sellisel lainel , aga mulle läks korda , mis tehti .
487209	514	1	"{""obl_nmod"": 1}"	“ Loodetavasti mõjub minu osalemine väikese märguandena - järgmisel aastal tuleb kodustel meistrivõistlustelgi välja tulla ja end Eesti publikule näidata , ” ütles teist aastat järjest naisüksikmängus esikoha noppinud Kanepi .	“ mõjub minu osalemine väikese märguandena - järgmisel aastal tuleb kodustel meistrivõistlustelgi välja tulla ja end Eesti publikule näidata , ” ütles teist aastat naisüksikmängus esikoha noppinud Kanepi .
254102	1576	1	"{""xcomp_acl"": 1, ""obl_nmod"": 1}"	Tulevikku iseloomustab veel segapoodide asendumine spetsialiseeritud kauplustega ning ka kaubandusettevõtete kapitalimahutused põhivarasse .	Tulevikku iseloomustab segapoodide asendumine spetsialiseeritud kauplustega ning kaubandusettevõtete kapitalimahutused põhivarasse .
705049	1374389	0	{}	Vaatamata sellele , et töö seaduse ettevalmistamisel oli ajaliselt pikk , ei suutnud koostajad kahjuks siiski seadusesse projekteerida kõiki neid meetmeid , mis tagaksid kutsehariduse arengu ja toimimise vajalikus suunas ja mahus .	Vaatamata sellele , et töö seaduse ettevalmistamisel oli pikk , ei suutnud koostajad seadusesse projekteerida kõiki neid meetmeid , mis tagaksid kutsehariduse arengu ja toimimise vajalikus suunas ja mahus .
433287	323	0	{}	“ Turule müüma tulijad ostavad vaid kohaloa , hommikul võib seal müüa mandariine ja õhtul hoopis apelsine .	“ Turule müüma tulijad ostavad kohaloa , hommikul võib müüa mandariine ja õhtul apelsine .
199973	3249	0	{}	Ühelt poolt kirjutati sel ajal väga lihtsakoelist ajaloolist kirjandust ja teiselt poolt ilukirjandust , mis tegeles rohkem kaasajaga .	Ühelt poolt kirjutati sel ajal lihtsakoelist ajaloolist kirjandust ja teiselt poolt ilukirjandust , mis tegeles kaasajaga .
346018	149	0	{}	Uusi sünde on Euroopas nagu Eestiski samuti vähe - see paneb löögi alla pensionisüsteemi ning tervisekindlustuse .	Uusi sünde on Euroopas Eestiski vähe - see paneb löögi alla pensionisüsteemi ning tervisekindlustuse .
365279	3385	1	"{""advcl_ccomp"": 1}"	Karula valla maakorraldaja Heldur Talvik hakkab silma sellepoolest , et lükkab rulli äärmise ettevaatusega , aga samas väga kindlakäeliselt .	Karula valla maakorraldaja Heldur Talvik hakkab silma , et lükkab rulli äärmise ettevaatusega , aga samas kindlakäeliselt .
705104	200438	0	{}	krizzy: iiker tule ka ;)	Krizzy : iiker tule ;)
475006	601	0	{}	Kas tõesti tegelased , kes selle peo korraldamise taga seisid , meie riigi hümnust sedasi hindavad ?	Tegelased , kes selle peo korraldamise taga seisid , meie riigi hümnust hindavad ?
697588	742	0	{}	ise olen saanud peale kleepsude , nato ja linuxi veel sellise huvitava  , kus USA pastor Bob Davis loeb piiblit ette , soovitan soojalt	Ise olen saanud peale kleepsude , nato ja linuxi sellise huvitava , kus USA pastor Bob Davis loeb piiblit ette , soovitan
212833	223	1	"{""nsubj_obj"": 1, ""parataxis_conj"": 1}"	Eile seadsid Riigimetsa majandamise keskuse ( RMK ) puhkealal Ida-Virumaal Kauksis end sisse ministeeriumiametnikud ning nende pereliikmed - kokku ligi 300 inimest - , et pidada tänaseni kestvaid suvepäevi , mida ministeerium ametlikult küll suveseminariks nimetas , kirjutab Postimees .	Seadsid Riigimetsa majandamise keskuse ( RMK ) puhkealal Ida-Virumaal Kauksis end sisse ministeeriumiametnikud ning nende pereliikmed - ligi 300 inimest - , et pidada kestvaid suvepäevi , mida ministeerium suveseminariks nimetas , kirjutab Postimees .
17310	635	0	{}	Colin elab koos abikaasa Alisoni ja tütre Hollie Jane'iga oma sünnikodu lähedal Lanarkis Šotimaal , korterid on tal ka Monacos ja Šveitsis .	Colin elab koos abikaasa Alisoni ja tütre Hollie Jane'iga oma sünnikodu lähedal Lanarkis Šotimaal , korterid on tal Monacos ja Šveitsis .
