COLLECTION	SPANSTART	TYPE	TEXT
491589	305	S	Poolteist aastat tagasi Tallinna Keskturul kulinaartooteid müünud , kuid turu juhtkonnaga tekkinud lahkhelide tõttu oma äri lõpetanud 43-aastase Inge Pruunsilla sõnul sai ta eelmise nädala lõpus teada , et võlgneb koos viivistega maksuametile 7000 krooni .
			
538141	837	O	Tali sõnul on nad saatusega rahul , tänane vastane sobib tartlastele rohkem kui teise paigutusega Lase-R . « Lase on ainus meeskond , keda me pole tänavu kordagi võitnud .
538141	837	S	Tali sõnul on nad saatusega rahul , tänane vastane sobib tartlastele . « Lase on ainus meeskond , keda me pole kordagi võitnud .
			
307923	2733	O	Kui varjutamine on sügisel ununenud ja kevadel ilmneb , et võrast on kahjustatud rohkem kui kolmandik ( oksad on kollased või pruunid ) , tee süda kõ-vaks ja vaheta hävinud puu välja , eluvaimu enam talle sisse ei puhu .
307923	2733	S	Kui varjutamine on sügisel ununenud ja kevadel ilmneb , et võrast on kahjustatud tee süda kõ-vaks ja vaheta hävinud puu välja , eluvaimu talle sisse ei puhu .
			
547659	2791	O	Too töövili on veelgi suurema rutuga maaomanikele arutada antud , ent nendele ei jää aega oma arvamuse väljatöötamiseks rohkem kui paar nädalat .
547659	2791	S	Too töövili on suurema rutuga maaomanikele arutada antud , ent nendele ei jää aega oma arvamuse väljatöötamiseks .
			
370311	1290	O	Eesti suurima põlevkiviõlitootja Viru Keemia Grupi juhatuse esimees Janek Parkman prognoosib , et umbes 10-15 aasta pärast maksab põlevkivibensiin samapalju kui naftast toodetud .
370311	1290	S	Eesti suurima põlevkiviõlitootja Viru Keemia Grupi juhatuse esimees Janek Parkman prognoosib , et 10 - 15 aasta pärast maksab põlevkivibensiin naftast toodetud .
			
18664	3517	O	Mõtleme korraks Saksamaa ajaloole , meenutame , kes olid seal riigis võimul alles natuke rohkem kui 50 aastat tagasi ...
18664	3517	S	Mõtleme Saksamaa ajaloole , meenutame , kes olid riigis võimul rohkem kui 50 aastat tagasi ...
			
489134	5974	O	Iga klõps tavakaameraga maksab rohkem kui õnnestunud digipildi paberile panek .
489134	5974	S	Iga klõps tavakaameraga maksab õnnestunud digipildi paberile panek .
			
405227	35012	O	"Ja miks ka mitte , mõtles ta , valgusfoori rohelisele tulele adekvaatselt reageerides - õhtul istuvad endised partei- ja komsomolitegelased , praegused suurärimehed ruletilaua taha , keskööl aga kogunevad kasiino suurde saali ja hakkavad nautima Pariisi turismireisiks raha korjavate keskkoolitüdrukute striptiisietendust , mis kindlasti vastab nii artistide kui ka publiku maitsele rohkem kui Tšehhovi "" Kajakas "" alevi draamaringi esituses ."
405227	35012	S	"Ja miks mitte , mõtles ta , valgusfoori rohelisele tulele reageerides - õhtul istuvad endised partei- ja komsomolitegelased , praegused suurärimehed ruletilaua taha , keskööl aga kogunevad kasiino suurde saali ja hakkavad nautima Pariisi turismireisiks raha korjavate keskkoolitüdrukute striptiisietendust , mis vastab nii artistide kui publiku maitsele kui Tšehhovi "" Kajakas "" alevi draamaringi esituses ."
			
489658	2778	O	Pidev teatrigrimm väsitab tema sõnul märksa rohkem kui etenduste tarbeks meisterdatud soengud .
489658	2778	S	Pidev teatrigrimm väsitab tema sõnul kui etenduste tarbeks meisterdatud soengud .
			
652168	1745	O	Õiglane on see , kui kulutajad maksavad teede korrashoiu kinni ning see tähendaks , et bensiinile pannakse lihtsalt hinda otsa ja rohkem kui Euroopa Liidus olles .
652168	1745	S	Õiglane on see , kui kulutajad maksavad teede korrashoiu kinni ning see tähendaks , et bensiinile pannakse hinda otsa ja rohkem kui Euroopa Liidus olles .
			
254484	5310	O	Teatavaid pingeid lõi ka Kukoci palk - leping tagas talle viie hooaja eest 25 miljonit dollarit , rohkem kui ühelegi teisele Bullsi mängijale enne teda .
254484	5310	S	Teatavaid pingeid lõi Kukoci palk - leping tagas talle viie hooaja eest 25 miljonit dollarit ühelegi teisele Bullsi mängijale enne teda .
			
698379	1248634	O	Üldine hoiak USA Senatis oli , et see võib olla poliitiliselt hea , et me laiendame NATO-t , aga meie , nimelt ameeriklased , ei pea kõiki neid kulusid kandma , nemad peavad ka midagi tegema , ja kui Ameerika kulutab rohkem kui 2% oma SKP-st kaitsekuludele , siis peavad need riigid ka seda tegema .
698379	1248634	S	Üldine hoiak USA Senatis oli , et see võib olla hea , et me laiendame NATO-t , aga meie , ameeriklased , ei pea kõiki neid kulusid kandma , nemad peavad midagi tegema , ja kui Ameerika kulutab oma SKP-st kaitsekuludele , siis peavad need riigid seda tegema .
			
294470	598	O	Rohkem kui 100 inimest sai operatsiooni käigus surma samal ajal , kui Basajev põgenes puutumatuna .
294470	598	S	100 inimest sai operatsiooni käigus surma samal ajal , kui Basajev põgenes puutumatuna .
			
105491	840	O	Praegu on Open Office juba rohkem kui 30 keskkonnaministeeriumi arvutis ning kasutajad on õppinud sellega hakkama saama .
105491	840	S	On Open Office rohkem kui 30 keskkonnaministeeriumi arvutis ning kasutajad on õppinud sellega hakkama saama .
			
339249	7397	O	Seejuures võib eeldada , et EL-i tavakodanik teab praegu kehtivast õigusest veelgi vähem kui viimasel ajal kõneainet pakkunud Euroopa põhiseaduse lepingust .
339249	7397	S	Võib eeldada , et EL-i tavakodanik teab kehtivast õigusest kui viimasel ajal kõneainet pakkunud Euroopa põhiseaduse lepingust .
			
194444	2059	O	Ehitisregistri andmetel suurenes eelmise aasta sama kvartaliga võrreldes nii ehitusloa saanud kui ka kasutusse lubatud eluruumide pind rohkem kui neli korda .
194444	2059	S	Ehitisregistri andmetel suurenes eelmise aasta sama kvartaliga võrreldes nii ehitusloa saanud kui kasutusse lubatud eluruumide pind .
			
576950	2119	O	Ei mäletagi , kas ta eluiga kestis rohkem kui ühepäevaliblikal .
576950	2119	S	Ei mäletagi , ta eluiga kestis .
			
285074	1096	O	Sotsiaaldemokraatide ja sotsiaalliberaalide kontrolli all on 141-liikmelises seimis rohkem kui 80 saadikukohta .
285074	1096	S	Sotsiaaldemokraatide ja sotsiaalliberaalide kontrolli all on 141-liikmelises seimis .
			
687101	32826	O	See seletab ka tõsiasja , miks neid on tehtud nii vähe-- egas ( enamus ) ostjad lollid polnud , et mingi mõttetu raualasu ja tehniliselt küündimatu veoskeemi eest maksata poole võrra rohkem kui tavalise 4x4 auto , kasvõi Audi Q , eest .
687101	32826	S	See seletab tõsiasja , miks neid on tehtud ostjad lollid polnud , mingi mõttetu raualasu ja küündimatu veoskeemi eest poole võrra kui tavalise 4x4 auto , Audi Q , eest .
			
21405	258	O	Kui praegu maksab keskmise sissetulekuga pensionär ühetoalises korteris elades ( umbes 35 m2 ) 7 kuud aastas ainult kütte eest rohkem kui kolmandiku pensionist , siis 500 kroonile 18 protsendi lisamine ( 80 kr ) annab veel valusamalt tunda , kui 5 protsendi lisamine ravimitele , mille üle tunti muret eelnimetatud artiklis .
21405	258	S	Kui maksab keskmise sissetulekuga pensionär ühetoalises korteris elades ( 35 m2 ) 7 kuud aastas kütte eest , 500 kroonile 18 protsendi lisamine ( 80 kr ) annab tunda , kui 5 protsendi lisamine ravimitele , mille üle tunti muret eelnimetatud artiklis .
			
560246	2742	O	Vesi  Rohkem kui miljardil inimesel ( 18percent ; maailma elanikkonnast ) puudub puhas vesi .
560246	2742	S	Vesi miljardil inimesel ( 18percent ; maailma elanikkonnast ) puudub puhas vesi .
			
406988	8393	O	Selle küsimuse lahendame , kui lõpetatakse ära monopoli ja kontsessiooni õigused , siis on kõik probleemid lahendatud ja võrku tekib rohkem kui vajagi .
406988	8393	S	Selle küsimuse lahendame , kui lõpetatakse ära monopoli ja kontsessiooni õigused , siis on kõik probleemid lahendatud ja võrku tekib .
			
549992	42	O	Tartumaa Pangodi meeste nelja aasta tagusest hullumeelsena näinud ideest hakata valmistama leivalinnast , on võrsunud rohkem kui viiemiljonilise aastakäibega firma , mille toodangut kasutavad peaaegu kõik Eesti leivatööstused .
549992	42	S	Tartumaa Pangodi meeste nelja aasta tagusest hullumeelsena näinud ideest hakata valmistama leivalinnast , on võrsunud viiemiljonilise aastakäibega firma , mille toodangut kasutavad kõik Eesti leivatööstused .
			
115304	364	O	"Pikandi sõnul on Eesti boks juba täna Londonis Euroopa päevadel vastloodud brändi identiteediga "" Täna on kokkuleppeid rohkem kui prognoosisime , vastuvõtt väga hea , "" lisas Pikand ."
115304	364	S	"Pikandi sõnul on Eesti boks Londonis Euroopa päevadel vastloodud brändi identiteediga "" on kokkuleppeid rohkem kui prognoosisime , vastuvõtt hea , "" lisas Pikand ."
			
38771	528	O	Kuur ütles , et ainsana pimmatoodetest on pärast hinnalangust oluliselt kasvanud maitsestatud kohupiimakreemide läbimüük , mida kliendid ostavad kaubamaja toiduosakonnast kaks korda rohkem kui varem .
38771	528	S	Kuur ütles , et ainsana pimmatoodetest on pärast hinnalangust kasvanud maitsestatud kohupiimakreemide läbimüük , mida kliendid ostavad kaubamaja toiduosakonnast kaks korda .
			
116292	1759	O	Euroraha muutis inimesi mõne aastaga rohkem kui sajandeid kestnud võõrvõimu vägivald .
116292	1759	S	Euroraha muutis inimesi mõne aastaga sajandeid kestnud võõrvõimu vägivald .
			
463939	1391	O	Tema kunagiste koolikaaslaste meenutusel pidigi Kiiratsist kirjanik tulema , sest juba kooliajal kulunud tal tinti rohkem kui teistel .
463939	1391	S	Tema kunagiste koolikaaslaste meenutusel pidigi Kiiratsist kirjanik tulema , sest kooliajal kulunud tal tinti .
			
513768	273	O	Mitmed nõukogude impeeriumi kuulunud rahvad on selle rohkem kui ühel korral läbi teinud .
513768	273	S	Mitmed nõukogude impeeriumi kuulunud rahvad on selle ühel korral läbi teinud .
			
652374	149922	O	Ja kes meil siin juba rohkem kui kolm aastat avatust Isale patroneerinud on , seda me muidugist teame .
652374	149922	S	Ja kes meil avatust Isale patroneerinud on , seda me muidugist teame .
			
175498	2217	O	Enesetapukatseid sooritatakse 10-40 korda rohkem kui suitsiide ja eneselt elu võtmisele mõtlevaid inimesi on 100-400 korda rohkem kui suitsiidi sooritanud inimesi .
175498	2217	S	Enesetapukatseid sooritatakse ja eneselt elu võtmisele mõtlevaid inimesi on kui suitsiidi sooritanud inimesi .
			
439621	3713	O	Ilusaid või kummalisi pilte laulupeost jaguks rohkem kui raamatu jagu .
439621	3713	S	Ilusaid või kummalisi pilte laulupeost jaguks .
			
416613	3181	O	Suurbritannia väed lõid rohkem kui aastakümne jooksul Põhja-Iirimaal relvadega korra majja .
416613	3181	S	Suurbritannia väed lõid aastakümne jooksul Põhja-Iirimaal relvadega korra majja .
			
210115	258	O	Jaapani ja Korea autosid on müüdud rohkem kui Euroopa ja Ameerika omasid kokku .
210115	258	S	Jaapani ja Korea autosid on müüdud Euroopa ja Ameerika omasid kokku .
			
363452	2604	O	Ka Visnapuu tõdeb oma kogemusele toetudes , et lapsed loevad raamatuid vähem kui varem ning toob välja ka põhjuse : muud visuaalset , silmadega vastuvõetavat infot on ümberringi väga palju .
363452	2604	S	Visnapuu tõdeb oma kogemusele toetudes , et lapsed loevad raamatuid ning toob välja põhjuse : muud visuaalset , silmadega vastuvõetavat infot on palju .
			
454242	1421	O	Christina Lään vabaõhumuuseumi leviosakonnast on ETA-le öelnud , et tänavu kuue kuuga on muuseumi külastanud kuus tuhat inimest rohkem kui mullu sama ajaga - kokku üle 31 000 inimese .
454242	1421	S	Christina Lään vabaõhumuuseumi leviosakonnast on ETA-le öelnud , et kuue kuuga on muuseumi külastanud kuus tuhat inimest - üle 31 000 inimese .
			
447867	1872	O	Kuigi Egon Vaiksaare sõnul on praegune turusituatsioon selline , et inimesed ostavad umbes 150 000 krooni maksvaid autosid , registreeriti Eesti Riikliku Autoregistri Tartu büroos märtsis rohkem kui neljandik kõigist Eestis esmaselt arvele võetud sõiduautodest .
447867	1872	S	Kuigi Egon Vaiksaare sõnul on praegune turusituatsioon selline , et inimesed ostavad 150 000 krooni maksvaid autosid , registreeriti Eesti Riikliku Autoregistri Tartu büroos märtsis neljandik kõigist Eestis arvele võetud sõiduautodest .
			
18558	2038	O	Samas on reklaamimahud kasvanud tunduvalt rohkem kui reklaamimaksu laekumine .
18558	2038	S	On reklaamimahud kasvanud .
			
375729	151	O	Nagu tolleaja taluperemehed kõik , vaatasid ka Allika Kustu ning Urruse Aleksander vabadikkude ja saunikute peale ülalt alla ega pidanud neid täisväärtuslikeks inimesteks , kelle tunnetega ning õigustega tuleks arvestada , sest ka õigusi arvasid peremehed endal olevat rohkem kui nende maa peal elavatel saunikutel .
375729	151	S	Nagu tolleaja taluperemehed kõik , vaatasid Allika Kustu ning Urruse Aleksander vabadikkude ja saunikute peale alla ega pidanud neid täisväärtuslikeks inimesteks , kelle tunnetega ning õigustega tuleks arvestada , sest õigusi arvasid peremehed endal .
			
662282	0	O	Leks Kindlustus kogus tänavu seitsme kuuga 56 , 6 miljonit krooni kindlustusmakseid ehk 75% rohkem kui mullu .
662282	0	S	Leks Kindlustus kogus seitsme kuuga 56 , 6 miljonit krooni kindlustusmakseid ehk 75% rohkem kui mullu .
			
84530	177	O	Kokku kannatasid 13 529 põlluharijat vihma tõttu kahju rohkem kui 600 000 hektaril .
84530	177	S	Kannatasid 13 529 põlluharijat vihma tõttu kahju .
			
650398	143640	O	Anna ütleb siis lõpuks et .. seesama põld ja väli .. ja meie mets ( kus ta oli veetnud oma lapsepõlve-aastad ) .. siis küsib N.M. aga nüüd sõidad sa kaheks aastaks Shveitsi .. äkki seal meeldib sulle rohkem kui siin .. ja unustad selle siin .. seal on ehk parem ( elu ) .. etc ?
650398	143640	S	Anna ütleb et .. seesama põld ja väli .. ja meie mets ( kus ta oli veetnud oma lapsepõlve-aastad ) .. küsib N . M . aga sõidad sa kaheks aastaks Shveitsi .. meeldib sulle .. ja unustad selle .. seal on parem ( elu ) .. etc ?
			
324209	212	O	Virumaal on rohkem kui 6000 erakliendist elektritarbijat , kes maksid elektri eest viimati kuus või rohkem kuud tagasi .
324209	212	S	Virumaal on 6000 erakliendist elektritarbijat , kes maksid elektri eest kuus või rohkem kuud tagasi .
			
469229	155	O	Tänavu antakse Euroopas auhindu 500 000 USA dollari ehk rohkem kui 7 miljoni Eesti krooni eest .
469229	155	S	Antakse Euroopas auhindu 500 000 USA dollari 7 miljoni Eesti krooni eest .
			
219787	359	O	Rohkem kui 25 protsenti alanes minutihind Eesti lauatelefonidele helistamisel , mis hakkab maksma 0,017 eurot ehk ligikaudu 27 senti .
219787	359	S	25 protsenti alanes minutihind Eesti lauatelefonidele helistamisel , mis hakkab maksma 0,017 eurot ehk 27 senti .
			
438309	9	O	Ilmas tehakse mitut sugu teatrit ja sugusid on rohkem kui inimestel , seega üle kolme .
438309	9	S	Tehakse mitut sugu teatrit ja sugusid on rohkem kui inimestel , üle kolme .
			
573578	3157	O	Isegi Osama bin Ladeni rünnak USAle ei muutnud tema jaoks sisuliselt midagi : me ründasime lõpuks mitte teda , vaid juhuslikult ette jäänud Saddam Husseini , kes ei vihanud al Qaedat mitte vähem kui Moskva ja Washington kokku .
573578	3157	S	Osama bin Ladeni rünnak USAle ei muutnud tema jaoks midagi : me ründasime teda , vaid ette jäänud Saddam Husseini , kes ei vihanud al Qaedat kokku .
			
389500	169	O	Kogu eelmise aasta jooksul kasvas registreeritud tallinlaste arv rohkem kui 7000 inimese võrra , teatas Raepress .
389500	169	S	Kogu eelmise aasta jooksul kasvas registreeritud tallinlaste arv , teatas Raepress .
			
374956	19117	O	Rohkem kui sajand on piisavalt pikk periood , et jälgida ka elukutsete struktuuri ja elukutsegruppide sisemist muutumist .
374956	19117	S	On pikk periood , et jälgida elukutsete struktuuri ja elukutsegruppide sisemist muutumist .
			
694048	3474	O	Nädalavahetusel süüdati toetusküünlad rohkem kui kümnes suurlinnas , ehkki tänavale protestima tulnud fännide read polnud kuigi arvukad .
694048	3474	S	Nädalavahetusel süüdati toetusküünlad , ehkki tänavale protestima tulnud fännide read polnud arvukad .
			
89565	783	O	Eestis oli litsentse kohati rohkem kui vaja , kuid mõnedel juhtudel ei kattunud litsentsis märgitud versioon arvutis tuvastatuga .
89565	783	S	Eestis oli litsentse , kuid mõnedel juhtudel ei kattunud litsentsis märgitud versioon arvutis tuvastatuga .
			
250947	1065	O	Vaid 4% Euroopa kodanikest on vahetanud elukohta Euroopa liidus ning vähem kui 3% on suundunud riikidesse väljaspool Euroopa liitu .
250947	1065	S	4% Euroopa kodanikest on vahetanud elukohta Euroopa liidus ning on suundunud riikidesse väljaspool Euroopa liitu .
			
660229	76832	O	Meie osakonnas opereeritud patsiendid on hästi ja kiiresti paranenud ning neid operatsioone peaks tegema palju rohkem kui seni .
660229	76832	S	Meie osakonnas opereeritud patsiendid on paranenud ning neid operatsioone peaks tegema .
			
115470	223	O	Eleks Telefon teenindas Haljala vallas rohkem kui sajal ruutkilomeetril ligi 530 klienti .
